product,own_files_count,own_files_loc,own_functions_count,own_functions_loc,total_dependency_functions_count,total_dependency_functions_loc,total_dependency_files_count,total_dependency_files_loc,reachable_dependencies,reachable_dependencies_loc,reachable_dependency_files,reachable_dependency_files_loc,reachable_dependency_functions,reachable_dependency_functions_loc,total_dependencies_count,total_dependencies_loc,bloated_dependencies_count,bloated_dependencies_loc,bloated_files_count,bloated_files_loc,bloated_functions_count,bloated_functions_loc,bloated_deps_count_1,bloated_deps_loc_1,bloated_files_count_1,bloated_files_loc_1,bloated_functions_count_1,bloated_functions_loc_1,used_direct_deps_count_1,used_direct_deps_loc_1,used_direct_files_count_1,used_direct_files_loc_1,used_direct_functions_count_1,used_direct_functions_loc_1,transitive_bloated_dependencies_count,transitive_bloated_dependencies_loc,transitive_bloated_files_count,transitive_bloated_files_loc,transitive_bloated_functions_count,transitive_bloated_functions_loc,transitive_used_dependencies_count,transitive_used_dependencies_loc,transitive_used_files_count,transitive_used_files_loc,transitive_used_functions_count,transitive_used_functions_loc
celery/django-celery-beat,50,4493,236,2158,17435,200407,1420,304436,12,243025,159,72767,742,11593,22,22,10,61411,1261,231669,16709,188814,0,0,131,28365,2839,25392,3,41908,35,13543,219,2524,10,61411,1130,203304,13870,163422,9,201117,124,59224,523,9069
lbl-srg/buildingspy,38,10735,311,9043,24650,504235,1516,765227,14,634089,104,112657,694,25175,24,24,10,131138,1412,652570,23959,479060,0,0,688,387303,11802,270883,8,427871,40,40568,273,6301,10,131138,724,265267,12157,208177,6,206218,64,72089,421,18874
amperser/proselint,133,8335,169,6161,2401,31315,242,51432,1,10130,7,3541,49,854,3,3,2,41302,235,47891,2352,30461,1,40304,234,46893,2291,30098,1,10130,7,3541,49,854,1,998,1,998,61,363,0,0,0,0,0,0
pslmodels/cost-of-capital-calculator,24,5673,87,4415,28555,466412,1485,666327,8,409448,177,191841,1354,39843,22,22,14,256879,1308,474486,27218,426569,1,10181,19,11899,670,10800,1,10099,8,8381,78,4888,13,246698,1289,462587,26548,415769,7,399349,169,183460,1276,34955
pslmodels/og-core,22,14526,171,13471,44400,885981,2692,1328913,22,966076,317,367352,2393,76420,47,47,25,362837,2375,961561,42037,809561,1,177830,1450,617916,25928,540996,9,717957,229,277871,1809,53095,24,185007,925,343645,16109,268565,13,248119,88,89481,584,23325
googleads/googleads-python-lib,7,2823,113,1883,4937,80899,603,144772,7,45078,34,15571,139,2434,24,24,17,99694,569,129201,4799,78465,3,17688,133,30252,1569,24016,3,19256,17,6692,95,1534,14,82006,436,98949,3230,54449,4,25822,17,8879,44,900
mouse-imaging-centre/pyminc,9,1462,59,1021,3883,99033,241,135415,1,133985,10,25035,53,2081,2,2,1,1430,231,110380,3830,96952,0,0,228,108950,3727,96145,1,133985,10,25035,53,2081,1,1430,3,1430,103,807,0,0,0,0,0,0
naomiproject/naomi,252,32025,1052,25997,3419,54968,219,81635,11,72662,50,18729,280,6005,15,15,4,8973,169,62906,3140,48963,1,3164,52,9618,1048,12269,5,18688,31,12234,187,3989,3,5809,117,53288,2092,36694,6,53974,19,6495,93,2016
weblateorg/weblate,701,104268,4843,56072,23336,287518,2086,521713,17,429295,393,152359,2028,31629,26,26,9,92418,1693,369354,21390,255889,9,92418,1046,301845,14136,173025,16,280085,171,70658,698,12216,0,0,647,67509,7254,82864,1,149210,222,81701,1330,19413
piqueserver/piqueserver,110,18508,1213,12161,24690,302217,1224,502603,13,380386,185,160271,1239,20979,30,30,17,122217,1039,342332,23457,281238,1,419,562,161062,16712,197554,7,314757,175,154114,1150,19585,16,121798,477,181270,6745,83684,6,65629,10,6157,89,1394
googlefonts/cu2qu,12,2049,131,1211,6856,96275,416,156189,2,139177,10,3356,85,1120,5,5,3,17012,406,152833,6773,95155,0,0,284,110231,4578,65666,1,111639,5,1408,17,87,3,17012,122,42602,2195,29489,1,27538,5,1948,68,1033
googlefonts/ufo2ft,35,10165,388,7699,6952,97746,427,158141,4,141118,71,54173,560,11090,8,8,4,17023,356,103968,6438,86656,0,0,229,60776,4235,58261,3,113580,69,52804,501,10202,4,17023,127,43192,2203,28395,1,27538,2,1369,59,888
googlefonts/glyphslib,46,16018,855,10874,7330,102822,469,166154,4,136934,40,35997,282,5212,8,8,4,29220,429,130157,7060,97610,1,76,31,3263,278,2255,1,4430,3,1243,6,363,3,29144,398,126894,6782,95355,3,132504,37,34754,276,4849
googlefonts/pyfontaine,418,220348,499,215447,5894,94517,395,154634,4,135360,18,11248,51,1045,9,9,5,19274,377,143386,5843,93472,2,3171,324,117270,5200,75286,3,124184,16,10085,48,968,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
googlefonts/fontmake,8,3296,73,2744,9230,130257,605,205320,8,192809,77,62395,559,12077,16,16,8,12511,528,142925,8706,118180,0,0,321,89079,5586,77045,4,139976,58,50897,447,9839,8,12511,207,53846,3120,41135,4,52833,19,11498,112,2238
jag1g13/pycgtool,12,2633,119,2155,14195,345327,1216,582928,3,182961,42,46849,176,6384,13,13,10,399967,1174,536079,14020,338943,3,4629,377,140741,5542,124098,3,182961,42,46849,176,6384,7,395338,797,395338,8478,214845,0,0,0,0,0,0
razorpay/razorpay-python,30,1926,163,1456,882,22187,73,32714,2,16611,8,4321,14,279,5,5,3,16103,65,28393,868,21908,0,0,12,2277,225,3722,1,5435,6,3158,11,202,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
openai/gym,114,21733,840,14119,4053,100688,255,137810,3,137386,21,33143,76,2835,5,5,2,424,234,104667,3977,97853,0,0,223,103710,3800,96774,2,135803,19,32093,69,2776,2,424,11,957,177,1079,1,1583,2,1050,7,59
cea-sec/miasm,208,87434,5192,51640,2223,28693,226,47411,2,47411,3,7974,54,894,2,2,0,0,223,39437,2169,27799,0,0,223,39437,2169,27799,2,47411,3,7974,54,894,0,0,0,0,0,0,0,0,0,0,0,0
econforge/dolo.py,61,12146,467,8193,62688,1099674,3829,1862062,15,880235,197,199998,1100,36139,56,56,41,981827,3632,1662064,61601,1063535,1,124992,569,269019,10213,206741,7,208024,58,63997,373,7074,40,856835,3063,1393045,51388,856794,8,672211,139,136001,727,29065
jwilk/ocrodjvu,24,3598,133,1537,360,4729,33,7862,1,752,1,78,3,27,2,2,1,7110,32,7784,357,4702,1,7110,32,7784,357,4702,1,752,1,78,3,27,0,0,0,0,0,0,0,0,0,0,0,0
aldjemy/aldjemy,26,1170,67,607,19160,254131,1155,384451,3,378781,110,146782,641,15310,6,6,3,5670,1045,237669,18533,238821,0,0,838,128180,8441,100900,1,149210,31,21030,85,2047,3,5670,207,109489,10092,137921,2,229571,79,125752,556,13263
matrix-org/matrix-python-sdk,18,3304,182,2456,1113,24717,91,36175,3,28463,14,6773,45,858,6,6,3,7712,77,29402,1068,23859,0,0,12,2277,225,3722,1,5435,6,3158,11,202,3,7712,65,27125,843,20137,2,23028,8,3615,34,656
matrix-org/synapse,548,198753,6023,150958,21372,283987,1620,535082,12,80098,55,33312,329,8215,70,70,58,454984,1565,501770,21043,275772,0,0,42,17862,1127,22493,6,33464,25,15602,129,2435,58,454984,1523,483908,19916,253279,6,46634,30,17710,200,5780
dallinger/dallinger,87,20991,1208,15210,62558,855438,4404,1716279,42,1240294,356,257658,1848,37438,90,90,48,475985,4048,1458621,60754,818000,8,150425,2743,1024791,40563,564105,24,1073946,268,199580,1309,26142,40,325560,1305,433830,20191,253895,18,166348,88,58078,539,11296
breakingbytes/simkit,18,4521,156,2892,949,16170,58,23067,1,9923,9,9674,143,5407,2,2,1,13144,49,13393,806,10763,1,13144,49,13393,806,10763,1,9923,9,9674,143,5407,0,0,0,0,0,0,0,0,0,0,0,0
xlsform/pyxform,37,8710,364,6574,1522,19999,208,38621,3,38506,64,20142,254,7006,4,4,1,115,144,18479,1268,12993,0,0,142,18364,1259,12919,3,38506,64,20142,254,7006,1,115,2,115,9,74,0,0,0,0,0,0
slgobinath/safeeyes,25,5071,284,3744,1065,16554,37,22750,3,22750,13,14365,88,1398,3,3,0,0,24,8385,977,15156,0,0,24,8385,977,15156,3,22750,13,14365,88,1398,0,0,0,0,0,0,0,0,0,0,0,0
vkurup/python-tcxparser,4,352,38,222,696,10754,47,15724,2,14726,7,5140,26,601,3,3,1,998,40,10584,670,10153,0,0,39,9586,609,9790,2,14726,7,5140,26,601,1,998,1,998,61,363,0,0,0,0,0,0
clusterlabs/crmsh,99,42517,2905,32598,1136,16543,74,23202,3,20649,15,9579,96,2049,5,5,2,2553,59,13623,1041,14494,0,0,49,11070,887,12982,3,20649,15,9579,96,2049,2,2553,10,2553,154,1512,0,0,0,0,0,0
spamscope/mail-parser,8,1896,67,1316,124,1949,10,3042,1,2044,2,1302,14,696,2,2,1,998,8,1740,110,1253,1,998,8,1740,110,1253,1,2044,2,1302,14,696,0,0,0,0,0,0,0,0,0,0,0,0
matlink/gplaycli,6,818,25,654,5836,84089,310,139486,6,60350,30,16485,160,2881,14,14,8,79136,280,123001,5677,81208,0,0,8,12982,254,3365,2,18990,10,6008,105,1950,8,79136,272,110019,5423,77843,4,41360,20,10477,55,931
simpeg/discretize,51,30421,740,23458,17083,373307,921,508039,4,497274,113,150181,1168,31499,8,8,4,10765,808,357858,15921,341808,0,0,620,298056,9851,266615,2,390953,76,92897,486,21359,4,10765,188,59802,6070,75193,2,106321,37,57284,682,10140
georgemarshall/django-cryptography,9,898,63,534,11466,132657,1009,194809,4,168756,85,35126,361,5023,8,8,4,26053,924,159683,11121,127634,0,0,861,132658,9485,109197,3,167019,83,34361,355,4937,4,26053,63,27025,1636,18437,1,1737,2,765,6,86
pipoline/rocket-python,34,1021,87,618,4428,70414,256,99648,2,16611,9,4478,16,338,23,23,21,83037,247,95170,4412,70076,0,0,11,2120,223,3663,1,5435,7,3315,13,261,21,83037,236,93050,4189,66413,1,11176,2,1163,3,77
pygae/clifford,51,12697,906,8488,21688,416233,1077,565906,6,565906,100,100307,613,22406,6,6,0,0,977,465599,21082,393827,0,0,954,461755,20329,389934,5,558151,95,96396,580,22159,0,0,23,3844,753,3893,1,7755,5,3911,33,247
simple-salesforce/simple-salesforce,11,2753,105,2214,5223,71347,363,106915,6,42070,28,15016,125,2374,18,18,12,64845,335,91899,5099,68973,1,17639,143,28728,2190,22884,3,18325,18,7236,86,1460,11,47206,192,63171,2909,46089,3,23745,10,7780,39,914
uploadcare/pyuploadcare,55,6042,314,3858,4554,65428,328,97178,7,30971,37,13990,260,4871,16,16,9,66207,291,83188,4294,60557,2,15721,59,23306,1320,18483,2,16217,14,8632,142,2748,7,50486,232,59882,2974,42074,5,14754,23,5358,118,2123
alex-rudakov/sphinx-argparse,5,1138,39,989,10250,141371,794,315332,4,227012,12,8981,78,864,23,23,19,88320,782,306351,10201,140507,0,0,169,64781,4113,45337,1,65411,1,630,1,18,19,88320,613,241570,6088,95170,3,161601,11,8351,77,846
sosy-lab/benchexec,199,32640,1655,24315,347,4618,18,5923,1,5923,1,390,2,19,1,1,0,0,17,5533,345,4599,0,0,17,5533,345,4599,1,5923,1,390,2,19,0,0,0,0,0,0,0,0,0,0,0,0
pybel/pybel,183,27309,1236,15205,27021,558526,1441,765678,18,714816,249,333272,1833,50959,35,35,17,50862,1192,432406,25206,507567,2,6530,799,271224,18772,361029,11,546152,210,281458,1665,44987,15,44332,393,161182,6434,146538,7,168664,39,51814,168,5972
ahmadfaizalbh/chatbot,8,1538,119,1233,883,22268,73,32798,0,0,0,0,0,0,5,5,5,32798,73,32798,883,22268,1,5435,18,5435,236,3924,0,0,0,0,0,0,4,27363,55,27363,647,18344,0,0,0,0,0,0
jjjake/internetarchive,28,6878,180,5076,1348,27874,128,41033,7,35009,33,13028,223,4468,11,11,4,6024,95,28005,1129,23406,1,931,48,3242,426,5179,4,11659,23,9348,183,3649,3,5093,47,24763,703,18227,3,23350,10,3680,40,819
pylast/pylast,1,2918,235,2293,1780,27706,124,39980,5,29619,38,13507,284,5167,8,8,3,10361,86,26473,1496,22539,0,0,7,1017,298,3664,1,8911,17,7894,146,2609,3,10361,79,25456,1198,18875,4,20708,21,5613,138,2558
common-workflow-language/cwltool,53,17493,494,14238,12453,277948,839,369317,16,196878,69,96937,444,9792,33,33,17,172439,770,272380,12015,268156,2,16367,292,99490,6791,127485,10,171877,54,88754,381,8539,15,156072,478,172890,5224,140671,6,25001,15,8183,63,1253
common-workflow-language/cwltest,10,1667,44,1233,7127,110603,424,165219,8,104866,27,17749,146,3621,25,25,17,60353,397,147470,6986,106982,1,1050,87,40917,2058,31686,3,44609,9,4742,95,2684,16,59303,310,106553,4928,75296,5,60257,18,13007,51,937
common-workflow-language/schema_salad,55,18381,614,14909,4445,69457,293,108853,6,72775,38,18992,189,3609,15,15,9,36078,255,89861,4259,65848,1,14545,167,48658,2863,38037,4,50223,29,16110,151,2822,8,21533,88,41203,1396,27811,2,22552,9,2882,38,787
ellmetha/django-machina,178,10070,446,4476,12282,160592,1162,228715,6,221432,237,102407,1121,20040,10,10,4,7283,925,126308,11198,140552,1,249,893,118302,10752,136119,5,219695,235,101642,1115,19954,3,7034,32,8006,446,4433,1,1737,2,765,6,86
okigan/awscurl,5,626,19,499,3823,54347,190,78987,3,18146,11,6098,45,761,12,12,9,60841,179,72889,3778,53586,1,1486,14,3686,338,5402,2,6970,8,4770,41,679,8,59355,165,69203,3440,48184,1,11176,3,1328,4,82
exa-networks/exabgp,353,44381,2482,21578,1380,18517,68,27538,1,27538,1,242,3,21,1,1,0,0,67,27296,1377,18496,0,0,67,27296,1377,18496,1,27538,1,242,3,21,0,0,0,0,0,0,0,0,0,0,0,0
scikit-hep/iminuit,30,8650,419,6213,3780,98226,238,133985,1,133985,19,35360,101,4338,1,1,0,0,219,98625,3679,93888,0,0,219,98625,3679,93888,1,133985,19,35360,101,4338,0,0,0,0,0,0,0,0,0,0,0,0
petercorke/robotics-toolbox-python,293,101123,2715,73360,23305,517167,1557,783949,13,589999,150,163531,897,31391,25,25,12,193950,1407,620418,22416,485776,1,96,221,75076,4112,97019,6,165820,78,90840,588,22903,11,193854,1186,545342,18304,388757,7,424179,72,72691,309,8488
zach-taylor/splunk_handler,2,381,17,304,899,22491,74,33066,3,27987,20,7737,118,2614,6,6,3,5079,54,25329,781,19877,0,0,7,580,156,2097,1,5435,11,4855,80,1827,3,5079,47,24749,625,17780,2,22552,9,2882,38,787
seperman/deepdiff,17,6640,305,5028,29,385,1,536,1,536,1,536,5,180,1,1,0,0,0,0,25,205,0,0,0,0,25,318,1,536,1,536,5,180,0,0,0,0,0,-113,0,0,0,0,0,0
browniebroke/deezer-python,21,2058,134,1221,882,22187,73,32714,2,16611,8,4321,14,279,5,5,3,16103,65,28393,868,21908,0,0,12,2277,225,3722,1,5435,6,3158,11,202,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
vimalloc/flask-jwt-extended,11,2294,146,1684,3090,42944,152,62585,3,33854,11,6541,29,545,10,10,7,28731,141,56044,3062,42399,0,0,75,27313,1500,22447,3,33854,11,6541,29,545,7,28731,66,28731,1562,19952,0,0,0,0,0,0
kjellmf/dot2tex,8,3835,190,3768,513,7407,11,10913,1,10913,4,7860,41,785,1,1,0,0,7,3053,473,6622,0,0,7,3053,473,6650,1,10913,4,7860,41,785,0,0,0,0,0,-28,0,0,0,0,0,0
pv8/noipy,6,582,28,299,882,22187,73,32714,2,16611,9,4478,16,337,5,5,3,16103,64,28236,866,21850,0,0,11,2120,223,3664,1,5435,7,3315,13,260,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
zhmcclient/python-zhmcclient,55,35050,982,26384,2987,50422,229,73678,8,42555,28,17786,100,2083,21,21,13,31123,201,55892,2887,48339,5,6853,100,21609,1937,24533,7,31379,26,16623,97,2006,8,24270,101,34283,950,23806,1,11176,2,1163,3,77
marcharper/python-ternary,9,1861,84,1531,13983,258902,847,428551,4,297609,55,69871,336,13134,13,13,9,130942,792,358680,13648,245768,0,0,144,108647,3093,52455,1,124992,13,16345,95,2123,9,130942,648,250033,10555,193313,3,172617,42,53526,241,11011
gridsync/gridsync,81,15375,735,10034,22705,277568,1307,440619,13,113495,93,60185,349,8892,34,34,21,327124,1214,380434,22361,268676,0,0,231,44518,4906,60926,10,96037,80,51519,280,7761,21,327124,983,335916,17455,207750,3,17458,13,8666,69,1131
mroberge/hydrofunctions,11,2861,46,2225,29646,536258,2027,911432,10,522033,112,162329,1021,30627,41,41,31,389399,1915,749103,28642,505631,0,0,533,235621,10611,207434,5,359029,85,123408,878,25903,31,389399,1382,513482,18031,298197,5,163004,27,38921,143,4724
rocky/python3-trepan,192,24514,793,12655,3813,70310,605,200212,3,165163,89,39281,190,5662,10,10,7,35049,516,160931,3623,64648,1,13144,372,123822,1927,24937,2,129390,46,18712,128,3215,6,21905,144,37109,1696,39711,1,35773,43,20569,62,2447
tskit-dev/msprime,20,21240,877,16970,6274,141028,370,194013,6,172635,35,58800,168,5619,11,11,5,21378,335,135213,6106,135409,1,779,234,108877,4737,115978,3,160941,29,52843,147,4929,4,20599,101,26336,1369,19431,3,11694,6,5957,21,690
thalesgroup/pycryptoki,63,24856,322,5983,7219,94166,520,140767,2,7438,12,5263,37,437,14,14,12,133329,508,135504,7183,93729,1,40304,225,40304,1913,24078,1,998,1,998,1,2,11,93025,283,95200,5270,69651,1,6440,11,4265,36,435
mikedh/trimesh,115,52630,1657,45656,3780,98226,238,133985,1,133985,56,62923,368,15535,1,1,0,0,182,71062,3412,82691,0,0,182,71062,3412,82691,1,133985,56,62923,368,15535,0,0,0,0,0,0,0,0,0,0,0,0
flask-restful/flask-restful,12,2050,114,1413,3343,51160,174,73394,6,68028,45,29796,170,4026,12,12,6,5366,129,43598,3176,47134,1,998,30,9610,611,13390,3,20795,26,12183,102,2649,5,4368,99,33988,2565,33744,3,47233,19,17613,68,1377
googlemaps/google-maps-services-python,17,2983,73,2211,882,22187,73,32714,2,16611,9,4462,16,309,5,5,3,16103,64,28252,866,21878,0,0,11,2136,223,3692,1,5435,7,3299,13,232,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
beetbox/beets,107,37896,1926,28425,2017,22589,286,83966,7,82427,19,10038,111,1813,9,9,2,1539,267,73928,1907,20776,1,541,210,53351,748,8674,6,62546,18,9736,110,1717,1,998,57,20577,1159,12102,1,19881,1,302,1,96
thenetcircle/dino,168,29637,2135,19817,10496,254970,588,339124,5,188011,15,10624,59,1615,11,11,6,151113,573,328500,10438,253355,0,0,15,3735,272,4919,1,7616,3,3881,32,1026,6,151113,558,324765,10166,248436,4,180395,12,6743,27,589
qiita-spots/qiita,141,35997,995,27494,18306,400872,1044,521308,8,434854,122,168851,1066,34407,11,11,3,86454,922,352457,17256,366465,2,21043,360,131155,4620,121267,5,134550,28,24438,136,5073,1,65411,562,221302,12636,245198,3,300304,94,144413,930,29334
ndokter/dsmr_parser,19,2152,93,1024,4710,59747,265,93144,5,22582,17,9163,91,1881,13,13,8,70562,248,83981,4621,57866,0,0,81,13419,930,11097,5,22582,17,9163,91,1881,8,70562,167,70562,3691,46769,0,0,0,0,0,0
uberi/speech_recognition,7,2055,58,1761,882,22187,73,32714,2,16611,9,4478,17,350,5,5,3,16103,64,28236,865,21837,0,0,11,2120,222,3651,1,5435,7,3315,14,273,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
ev3dev/ev3dev-lang-python,34,9372,499,5805,1169,21457,94,31016,1,31016,8,7806,28,722,1,1,0,0,86,23210,1141,20735,0,0,86,23210,1141,20735,1,31016,8,7806,28,722,0,0,0,0,0,0,0,0,0,0,0,0
soynatan/django-easy-audit,35,1926,69,801,9445,115592,918,168741,2,150947,128,52172,477,7973,6,6,4,17794,790,116569,8978,107619,1,6946,753,104749,8362,100313,1,149210,126,51407,471,7887,3,10848,37,11820,616,7306,1,1737,2,765,6,86
ccnmtl/django-pagetree,25,2639,196,1652,10998,136946,1031,199015,3,154715,150,69864,697,10966,14,14,11,44300,881,129151,10322,125980,5,24509,823,108388,9219,112433,2,152978,148,69099,691,10880,6,19791,58,20763,1103,13547,1,1737,2,765,6,86
ccnmtl/django-lti-provider,21,3384,126,2228,10113,126801,997,186992,3,153685,76,37691,298,4630,9,9,6,33307,921,149301,9823,122171,2,14463,879,129485,8810,109798,2,151948,74,36926,292,4544,4,18844,42,19816,1013,12373,1,1737,2,765,6,86
deniscarriere/geocoder,67,8672,897,4271,3319,53921,317,84697,5,67145,17,9947,55,898,10,10,5,17552,300,74750,3264,53023,1,998,246,48183,2595,34480,4,55969,15,8784,52,821,4,16554,54,26567,669,18543,1,11176,2,1163,3,77
veusz/veusz,175,66183,3476,49930,4032,100946,276,138690,1,133985,28,42825,153,6320,2,2,1,4705,248,95865,3879,94626,1,4705,248,95865,3879,94626,1,133985,28,42825,153,6320,0,0,0,0,0,0,0,0,0,0,0,0
staticjinja/staticjinja,6,750,35,493,1196,14480,57,21948,4,21581,11,5595,64,1095,5,5,1,367,46,16353,1132,13385,0,0,25,11182,766,9956,3,15227,5,4045,51,987,1,367,21,5171,366,3429,1,6354,6,1550,13,108
jodal/pykka,14,2074,80,1048,162,1687,1,3072,0,0,0,0,0,0,1,1,1,3072,1,3072,162,1687,1,3072,1,3072,162,1687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bouke/django-two-factor-auth,82,3938,227,1818,9365,112623,947,165162,5,155857,104,39446,451,7359,8,8,3,9305,843,125716,8940,105264,0,0,812,115439,8420,98814,4,154120,102,38681,445,7273,3,9305,31,10277,520,6450,1,1737,2,765,6,86
marshmallow-code/flask-smorest,15,2443,111,1750,3713,50796,192,74236,8,56577,27,16001,91,1517,13,13,5,17659,165,58235,3627,49279,0,0,94,30097,1919,27250,5,41442,18,11345,45,842,5,17659,71,28138,1708,22029,3,15135,9,4656,46,675
powa-team/powa-web,24,6897,257,4455,12729,177761,342,271944,3,253125,85,134619,690,15326,5,5,2,18819,257,137325,12044,162435,1,18747,254,134181,11882,161121,2,250053,85,134619,690,15326,1,72,3,3144,162,1314,1,3072,0,0,0,0
kinto/kinto-signer,17,2238,72,1837,12217,165964,713,243233,12,119856,45,30131,209,3510,48,48,36,123377,668,213102,12014,162454,2,8180,134,28340,1965,26418,3,31443,17,11283,105,1750,34,115197,534,184762,10049,136036,9,88413,28,18848,104,1760
arrow-py/arrow,11,10154,159,2973,364,6263,19,8614,1,7616,4,4604,19,806,2,2,1,998,15,4010,346,5457,0,0,14,3012,285,5139,1,7616,4,4604,19,806,1,998,1,998,61,318,0,0,0,0,0,0
hardbyte/python-can,90,26264,778,15525,1980,25310,92,37896,3,7286,6,2888,38,859,5,5,2,30610,86,35008,1942,24451,1,3072,18,7470,562,5934,3,7286,6,2888,38,859,1,27538,68,27538,1380,18517,0,0,0,0,0,0
toastdriven/restless,13,1730,84,1108,61,363,1,998,0,0,0,0,0,0,1,1,1,998,1,998,61,363,1,998,1,998,61,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
django-crispy-forms/django-crispy-forms,13,3494,128,1492,8965,107638,901,157880,2,150947,38,14524,176,3100,4,4,2,6933,863,143356,8791,104538,0,0,833,135451,8352,99877,1,149210,36,13759,170,3014,2,6933,30,7905,439,4661,1,1737,2,765,6,86
widdowquinn/pyani,56,13397,285,8731,31486,705922,1951,1053150,9,922181,209,278692,1950,64057,19,19,10,130969,1742,774458,29562,641865,0,0,1087,540471,19124,458016,5,746928,146,206457,1509,44229,10,130969,655,233987,10438,183849,4,175253,63,72235,441,19828
transientskp/tkp,110,16530,546,12541,32290,659921,1681,927894,11,889203,224,342318,1616,53882,18,18,7,38691,1457,585576,30677,606039,1,18747,1036,401864,16169,359507,7,503743,79,120626,544,19242,6,19944,421,183712,14508,246532,4,385460,145,221692,1072,34640
svenevs/exhale,23,11127,193,8170,13266,166407,872,350141,4,192906,34,17978,84,2040,28,28,24,157235,838,332163,13184,164367,4,65000,357,134085,9191,90216,2,74402,8,5317,22,739,20,92235,481,198078,3993,74151,2,118504,26,12661,62,1301
enthought/chaco,169,44528,1509,30427,21454,328145,1906,516042,8,504675,261,145705,922,23122,11,11,3,11367,1645,370337,20600,305023,0,0,724,171884,10357,168162,4,277257,157,105373,713,17588,3,11367,921,198453,10243,136861,4,227418,104,40332,209,5534
jupyter-server/jupyter_server,88,18891,969,12784,11374,160946,1087,339922,21,129131,100,52990,572,12666,58,58,37,210791,987,286932,10827,148280,3,9445,199,36863,2457,29833,7,39765,32,12347,129,2942,34,201346,788,250069,8370,118447,14,89366,68,40643,443,9724
maxmind/geoip2-python,9,2467,73,804,2557,42582,157,61791,7,55905,33,18499,164,3724,13,13,6,5886,124,43292,2397,38858,0,0,52,15903,1402,15734,3,26477,19,10574,111,2497,6,5886,72,27389,995,23124,4,29428,14,7925,53,1227
chimpler/pyhocon,9,2025,100,1596,513,7407,11,10913,1,10913,4,6915,37,824,1,1,0,0,7,3998,477,6583,0,0,7,3998,477,6585,1,10913,4,6915,37,824,0,0,0,0,0,-2,0,0,0,0,0,0
algolia/algoliasearch-client-python,33,3362,274,2550,10079,140963,585,233725,4,55525,20,7822,115,2381,21,21,17,178200,565,225903,9964,138582,0,0,8,737,162,2351,1,5435,10,4698,74,1573,17,178200,557,225166,9802,136231,3,50090,10,3124,41,808
algolia/algoliasearch-django,14,1050,56,718,10121,132375,1006,193950,3,154303,68,26477,254,3573,10,10,7,39647,938,167473,9867,128802,0,0,835,126854,8546,101939,2,152566,66,25712,248,3487,7,39647,103,40619,1321,26863,1,1737,2,765,6,86
pyexcel/pyexcel-ods3,4,461,26,213,1036,9170,110,15210,3,8100,28,3934,140,1219,4,4,1,7110,82,11276,897,7951,1,7110,79,11081,874,7641,2,7433,26,3462,131,1097,0,0,3,195,23,310,1,667,2,472,9,122
scikit-rf/scikit-rf,91,51724,1888,41351,16165,422075,973,563378,3,552101,86,108034,502,22288,7,7,4,11277,887,455344,15668,399787,0,0,840,444067,15223,393046,3,552101,86,108034,502,22288,4,11277,47,11277,445,6741,0,0,0,0,0,0
namaggarwal/splitwise,19,2794,191,2157,1330,31883,156,46012,5,41201,23,8496,87,1794,7,7,2,4811,133,37516,1243,30089,0,0,20,1394,240,3960,2,6786,13,5392,48,1004,2,4811,113,36122,1003,26129,3,34415,10,3104,39,790
signalfx/signalfx-python,21,3473,254,1999,2090,36597,177,55694,5,33985,41,12439,195,3881,9,9,4,21709,136,43255,1895,32716,3,17106,96,20656,1302,15540,3,11433,29,7883,145,2827,1,4603,40,22599,593,17176,2,22552,12,4556,50,1054
