product,NBD,NBFD,NBMD,NBD-LOC,NBFD-LOC,NBMD-LOC,PBD,PBFD,PBMD,PBD-LOC,PBFD-LOC,PBMD-LOC,unique_unresolved_count,unique_resolved_count,unresolved_count,resolved_count
jaraco/inflect,1,58,1444,452,15764,18195,25.0,60.416666666666664,82.09209778283115,1.1131359897552084,38.821848987834315,70.45225741500813,114,701,282,1707
porridge/bambam,0,15,275,0,4863,3589,0.0,60.0,85.9375,0.0,63.8356524022053,80.76057605760576,31,14,39,27
nicolaslm/sauna,0,35,360,0,6024,4696,0.0,94.5945945945946,92.3076923076923,0.0,86.14328614328615,92.58675078864354,0,5,0,8
cloudfoundry/php-buildpack,1,4,294,7016,7016,3166,100.0,100.0,100.0,100.0,100.0,100.0,0,0,0,0
holgern/pyedflib,1,233,3823,2597,105459,97701,50.0,94.71544715447155,98.30290563126768,1.901421856467177,77.21295631928072,97.15402285134692,26,12,115,14
nsacyber/walkoff,42,1474,24265,345164,494301,311537,62.68656716417911,88.10520023909146,95.89014028848054,59.319575439271865,84.95012648829984,93.96947485898713,54,1412,410,3257
kivy/buildozer,5,135,1741,23146,26581,20549,71.42857142857143,96.42857142857143,99.08935685828116,80.97820382744987,92.99583668614211,96.79227508243052,0,7,0,7
kivy/python-for-android,5,64,1653,4157,22441,21155,55.55555555555556,90.14084507042254,96.72322995904038,13.459608224056986,72.65986724947385,92.83802167902752,22,25,589,115
kivy/kivy-ios,11,397,9149,115396,194298,133741,52.38095238095239,78.45849802371542,96.20399579390116,48.1125388791141,81.00948108369536,94.43518662354718,1,106,750,163
home-assistant-libs/pychromecast,5,133,2050,33475,49201,36114,50.0,86.9281045751634,96.74374705049551,58.35032857466575,85.76234551761405,97.01284048783108,0,54,250,64
zqfang/gseapy,12,1453,25313,135696,645753,547438,54.54545454545454,88.81418092909536,94.14937142006993,15.384266544526124,73.21097360222393,91.44160020044264,10,30085,27939,187514
mapbox/rasterio,2,320,6227,11037,141546,130457,20.0,88.64265927977839,96.93337484433376,5.82387487929588,74.68933529625936,95.57919569788484,12,98,436,233
buildbot/buildbot,16,1147,29943,250764,432938,374840,61.53846153846154,89.74960876369326,98.19952774498229,43.70957199257458,75.4635221934618,96.23941235522622,272,1019,2329,2930
phylliade/ikpy,1,1468,23346,47859,813259,506471,25.0,95.63517915309447,98.44817407438644,5.363188216428105,91.13565025813544,96.78591220929121,26,18807,22255,152161
graphql-python/graphene,0,118,960,0,17474,16618,0.0,71.51515151515152,82.61617900172116,0.0,55.257249470322236,79.38282220311456,0,37,0,76
graphql-python/graphene-django,3,1008,10069,14227,149463,125450,30.0,89.60000000000001,95.40458593898047,7.234644115717693,76.00419016430122,94.45611498874356,3,164,13,407
graphql-python/graphene-sqlalchemy,7,728,12020,37229,182154,157188,70.0,95.16339869281045,98.96262143915693,15.884034473931221,77.71738202918338,98.09903016837875,4,96,1029,225
graphql-python/gql,1,114,1040,780,22024,19552,20.0,75.49668874172185,85.45603944124898,2.184200946487077,61.672873904399204,83.49133145443676,4,113,8,185
fbpic/fbpic,1,983,21228,998,469943,395042,14.285714285714285,91.44186046511628,97.66286345233713,0.1770033928606267,83.3482018548111,95.61477393745764,16,18921,24117,154643
burnash/gspread,13,411,2883,103000,103471,53074,92.85714285714286,99.75728155339806,99.93067590987869,99.07085008560492,99.52388280784102,99.74066000150343,32,174,103,3689
sosreport/sos,21,897,7736,303092,311061,167557,87.5,99.00662251655629,99.35782173131261,96.38736595728442,98.921616017707,99.13911438241072,17,162,35,255
netbox-community/netbox,2,21,506,10617,10617,7595,100.0,100.0,100.0,100.0,100.0,100.0,0,0,0,0
sibson/vncdotool,5,637,15684,23571,191513,193112,38.46153846153847,73.89791183294663,95.24503552559665,7.358188407833001,59.78485157818173,92.83918329671597,5,485,6,1274
dmnfarrell/pandastable,9,1120,19869,27353,406909,353264,47.368421052631575,83.08605341246292,90.82141061388673,4.237267130778549,63.03447998091502,84.14493554503272,186,17432,6502,44012
landlab/landlab,26,2504,38026,331784,1019718,805200,65.0,90.33189033189034,94.70512054194063,24.2514436079234,74.53534098384621,91.53942436572115,2053,55819,51667,326004
vispy/vispy,2,255,3932,340,100547,94499,40.0,89.16083916083916,94.97584541062803,0.23409690234716568,69.22865070676609,91.99489885321547,25,154,790,330
althonos/instalooter,5,256,4169,21085,82542,66572,31.25,82.58064516129032,93.2662192393736,20.235124760076776,79.21497120921305,92.48294736257172,60,87,225,119
althonos/pronto,1,306,2497,998,136357,93591,25.0,89.47368421052632,94.97907949790795,0.6577993382459563,89.8752949551141,96.43188328147218,100,7,444,8
yashaka/selene,20,821,13212,134339,262813,162819,86.95652173913044,94.80369515011547,99.16685431209187,49.90323143845259,97.62777722056917,99.1607642039745,35,415,351,716
wechatpy/wechatpy,4,72,1144,13341,33591,26064,44.44444444444444,76.59574468085107,90.14972419227738,31.830979194502767,80.14649742317236,90.10890233362143,1,50,64,133
scikit-video/scikit-video,0,686,10993,0,305922,286147,0.0,86.83544303797468,95.5913043478261,0.0,72.49869066211025,92.6116999757262,955,18438,21958,151491
pipitone/qbatch,1,225,1853,40304,40304,23717,100.0,100.0,100.0,100.0,100.0,100.0,1,192,51,327
liqd/a4-opin,54,3317,30180,451454,609195,387281,71.05263157894737,97.24420990911756,98.85034882578363,68.71979407838356,92.73094258458418,97.88746812119129,153,3881,380,7380
liqd/adhocracy4,28,2316,23461,265502,378719,303679,62.22222222222222,89.55916473317865,93.49992029332059,52.93481988340471,75.50761218907257,90.97987638823561,140,1557,1082,4446
snare/voltron,14,531,5605,53507,207449,90716,56.00000000000001,88.05970149253731,95.53434463950911,21.95267049044466,85.11147215452658,93.85546531477938,49,220,123,319
fresna/powerplantmatching,21,2376,32917,498065,939311,727134,53.84615384615385,92.48734916309849,95.68060924919338,42.62769736915305,80.39244886413725,93.59211654254375,1807,122870,28673,352486
vmware/pyvmomi,1,1,61,998,998,363,100.0,100.0,100.0,100.0,100.0,100.0,54,0,91,0
vmware/photon,4,74,902,17171,29304,22553,66.66666666666666,89.1566265060241,98.15016322089227,50.82884376295068,86.74442010538156,98.47181591931188,0,41,5,50
nsqio/pynsq,0,22,960,0,14461,14212,0.0,64.70588235294117,90.48067860508954,0.0,61.39509212872548,86.52663622526636,3,34,3,56
libensemble/libensemble,1,389,7634,452,161190,149211,11.11111111111111,89.63133640552995,97.2484076433121,0.20634369921297227,73.58526742508627,96.49924979304636,141,749,1000,1776
gwpy/gwpy,15,1867,31910,199035,708369,630890,40.54054054054054,86.31530282015719,94.36082443741314,19.227406698268776,68.43067227093704,90.3866817576183,138,33056,36491,203361
mhvk/baseband,2,657,10865,9986,227884,247908,40.0,87.13527851458885,94.58518325063115,2.710081524983988,61.845004830708106,92.0150990457314,1827,11154,11298,43082
natlibfi/skosify,3,137,2315,14709,45357,30649,75.0,93.19727891156462,96.98366149979053,26.37392193075254,81.32721306772336,95.53927680798004,4,73,8,186
meejah/txtorcon,9,709,15434,71693,194888,178049,50.0,81.96531791907515,95.82764187259406,22.946973552391103,62.37833235711153,93.95081076232238,14,824,981,5368
bigchaindb/bigchaindb,20,544,10275,117919,190770,145448,62.5,90.81803005008348,97.58761515813468,51.826376649804196,83.84499422046613,96.67209464623974,14,203,44,259
ktbyers/netmiko,7,421,6305,44430,101454,77821,53.84615384615385,90.73275862068965,97.31440037042753,36.009823071249684,82.2268870103661,95.43085582547488,11,331,76,595
pagarme/pagarme-python,7,100,1369,27611,39901,30196,77.77777777777779,92.5925925925926,98.98770788141721,62.43724842838406,90.22884537108227,99.084495488105,4,43,123,50
quatrope/astroalign,5,1222,15450,139910,509471,448084,50.0,91.19402985074628,95.96869370768371,21.641613275461495,78.8061922454624,94.05428097646985,622,22617,27081,174866
clarkperkins/click-shell,0,9,444,0,4331,6411,0.0,56.25,91.17043121149896,0.0,42.75419545903258,88.6109191430546,1,8,1,12
wkentaro/labelme,13,947,14626,271095,391146,261385,68.42105263157895,92.57086999022482,98.04920560434404,60.016072472238456,86.59343286754158,95.91089388652216,1039,2794,3097,6678
kapsiry/sikteeri,11,1402,16300,99288,272266,203944,52.38095238095239,87.4610106051154,93.8237494963449,27.108537354509487,74.33660695514946,90.57857406165476,36,1002,60,5782
approvals/approvaltests.python,32,969,15028,367747,382765,272042,86.48648648648648,98.3756345177665,99.62214119986741,93.89325060957707,97.72764990489321,99.49383014051334,24,301,174,413
chrismattmann/tika-python,14,277,4937,85364,111533,77050,93.33333333333333,99.2831541218638,98.81905524419535,75.60893518272485,98.78744397796318,98.86063281069568,3,61,18,93
cloudtools/troposphere,2,37,917,11128,15176,12361,50.0,77.08333333333334,97.5531914893617,61.88066507256854,84.39081354612689,97.03273412355757,0,18,0,20
moepman/acertmgr,2,84,2421,19120,26715,24013,66.66666666666666,80.0,97.30707395498392,52.01447264615469,72.67607932751163,96.48812633101619,4,47,4,57
scille/parsec-cloud,9,329,5256,29255,88607,78650,50.0,87.5,96.12289685442576,24.50844873373713,74.23073378739518,94.60402232486528,26,166,193,420
cinpla/exdir,2,264,4622,15543,144649,109056,66.66666666666666,98.50746268656717,99.569151227919,10.394708683323525,96.73706596757798,99.17698092960231,2,3,14,3
polysimtools/pysimm,8,981,17372,37910,460700,424160,61.53846153846154,92.02626641651031,95.65025878207246,6.315565010670323,76.74969138527612,94.6616675593644,28,26845,25757,180270
pylons/deformdemo,11,543,6723,40540,190923,82521,52.38095238095239,88.0064829821718,95.40229885057471,17.189401423828564,80.9534308841051,90.30927158115917,20,240,185,967
icloud-photos-downloader/icloud_photos_downloader,18,544,7249,65816,121967,93798,62.06896551724138,88.45528455284553,94.47413006646683,41.992700916213664,77.81882449021259,91.75193191822362,127,357,235,547
django-tenants/django-tenants,2,765,8467,6933,104348,99339,50.0,84.90566037735849,94.44506413831567,4.391309855586521,66.09323536863441,92.2898976197997,0,106,10,315
benvanwerkhoven/kernel_tuner,6,726,10769,16644,313261,280742,66.66666666666666,91.09159347553324,95.96328640171092,4.042337191736573,76.08186680008356,93.13980492336275,86,18420,21937,151463
fedora-python/pyp2rpm,1,98,2595,367,42118,34990,25.0,88.28828828828829,97.44648892226812,0.7021504553455269,80.58085252927222,96.85276939685001,2,28,17,49
dials/dials,12,211,4260,23242,82975,64460,63.1578947368421,92.13973799126637,98.93172317696238,24.71764330532809,88.2431138998192,98.41521878530642,3,101,967,201
rollbar/pyrollbar,4,65,928,17101,28357,22225,66.66666666666666,87.83783783783784,98.40933191940616,50.72674418604651,84.11544850498339,98.55875831485588,6,39,27,44
lektor/lektor,9,830,13112,243017,284606,192603,34.61538461538461,90.9090909090909,97.01094998520273,71.28542388393315,83.48493870762407,95.66627592783915,101,687,505,1799
mininet/mininet,0,67,1377,0,27296,18496,0.0,98.52941176470588,99.78260869565217,0.0,99.12121432202774,99.88659070043744,0,1,0,1
spotdl/spotify-downloader,11,227,4363,67280,87535,68024,73.33333333333333,90.07936507936508,96.84794672586015,67.97607500808277,88.4406320724216,95.56885554525275,13,83,141,144
serhatbolsu/robotframework-appiumlibrary,13,1164,17414,98488,306000,182827,68.42105263157895,97.0,99.17421265447919,30.901492237603385,96.01024109238318,98.73574267692041,26,294,101,608
matthewgilbert/pdblp,2,429,8804,1025,167025,208022,33.33333333333333,83.30097087378641,91.57478676929478,0.33451910838419113,54.51029666133612,89.36305486225369,804,8464,3633,28839
tilezen/vector-datasource,22,1037,17992,123975,387267,321892,66.66666666666666,89.70588235294117,98.33843463052034,27.505136066948577,85.9191895885378,98.2894343102469,52,353,610,2113
hfaran/slack-export-viewer,5,115,3019,6604,111073,42072,45.45454545454545,78.2312925170068,96.29984051036683,4.91859443194852,82.72608106296457,94.05767940979209,4,118,56,178
mozilla/mozilla-django-oidc,8,1107,13962,48646,242255,176074,53.333333333333336,95.10309278350515,98.4765129073212,18.45027687172874,91.88158992642039,98.01437311081546,354,152,606,338
mozilla/experimenter,2,13,182,2567,2567,2949,66.66666666666666,92.85714285714286,79.82456140350878,51.76446864287154,51.76446864287154,77.13837300549307,4,11,6,11
mozilla/pontoon,6,105,1352,25003,37136,28378,75.0,92.10526315789474,98.7582176771366,60.08314509540058,89.23919834671025,98.78167641325535,4,54,158,76
miketeo/pysmb,0,46,727,0,6567,7316,0.0,70.76923076923077,85.42890716803761,0.0,41.37735492407536,73.8989898989899,2,25,4,68
hdfgroup/hsds,13,622,12872,44238,235693,210894,39.39393939393939,84.62585034013605,96.08121221168918,14.048893885406146,74.8502632698818,94.63707958446453,47,854,816,1650
hdfgroup/h5pyd,30,1126,13755,196066,344113,238404,81.08108108108108,96.56946826758147,98.99956815891751,50.663834581414704,88.91946645167626,98.41563395282404,100,656,1240,4556
antonagestam/collectfast,3,869,9146,8670,151443,108863,60.0,95.18072289156626,99.8035792230467,5.40543910620098,94.41936730800404,99.37107492332409,1,61,12,210
jbarlow83/ocrmypdf,7,446,8942,51834,148174,116484,43.75,85.1145038167939,93.30133555926544,25.22090307512651,72.09711950175165,90.15231255030648,11,186,118,290
ipython/ipython,6,466,5654,7178,148374,63682,33.33333333333333,74.20382165605095,86.05783866057838,3.2878795512946772,67.96264148004965,79.37133099846696,7,415,78,1101
ipython/ipykernel,18,1123,16494,220016,402869,229278,56.25,90.56451612903226,96.37160385626643,47.36671008299336,86.73268818824745,94.82761473050326,5,905,293,2070
rq/rq,1,59,1993,247,19735,26578,33.33333333333333,73.75,93.92082940622055,0.6411754017080705,51.2291358409262,89.93942675374775,0,86,0,327
geopython/owslib,5,127,1927,19737,47134,36718,50.0,88.19444444444444,96.061814556331,34.628138323069635,82.6955804691475,95.0185027042414,4,386,262,1341
geopython/pywps,21,839,21223,74635,371526,355989,55.26315789473685,83.3996023856859,95.75005639521768,13.035474445160537,64.88936395407936,93.83194074698858,91,1085,1013,2519
geopython/geohealthcheck,28,1506,27576,332258,596085,373428,51.85185185185185,91.16222760290556,97.57961783439491,48.967109926856914,87.84908029528408,96.35384547901094,321,1616,1259,4205
sphinx-gallery/sphinx-gallery,21,783,10230,206824,308909,141154,91.30434782608695,98.61460957178842,99.8048780487805,65.58928367561808,97.96309920972182,99.84650317250356,15,738,482,2219
roastero/openroast,7,342,5396,165165,170405,121373,77.77777777777779,98.84393063583815,99.85196150999259,96.52788330041027,99.59031243790399,99.88725207801828,172,25,349,34
xmendez/wfuzz,2,51,786,3785,45299,9846,50.0,64.55696202531645,90.3448275862069,6.761101782715873,80.91708049015756,87.38794710215674,15,19,19,35
nexb/aboutcode-toolkit,2,179,2854,491,30891,35028,18.181818181818183,62.58741258741259,85.34688995215312,0.6978198459395697,43.90295898354225,80.47788627225732,2,109,53,283
westpa/westpa,40,2892,49279,551255,1133220,873237,67.79661016949152,91.17276166456494,95.46678548596446,37.37889686298123,76.84014385913521,93.08262918504985,378,31119,29121,190337
yandex/yandex-tank,17,1444,23040,90982,530840,372446,50.0,93.64461738002593,97.89259007477906,15.038471392325556,87.74287390804882,97.50584465394151,267,837,2198,3476
getsentry/responses,2,62,1092,4727,26626,23840,33.33333333333333,68.13186813186813,88.85272579332792,12.234386727748014,68.91321789994048,88.9386308524529,4,48,13,53
flav-io/flavio,7,1103,18443,174837,507133,446595,35.0,90.78189300411522,96.40374261669542,27.513887796050042,79.80690849004642,94.41116034433188,81,27008,27100,180710
hyperspy/start_jupyter_cm,1,7,17,591,591,418,100.0,100.0,100.0,100.0,100.0,100.0,0,0,0,0
python-cmd2/cmd2,2,27,258,6716,12699,4910,66.66666666666666,93.10344827586206,97.72727272727273,51.212444715571145,96.83544303797468,94.55035624879645,2,15,2,46
achael/eht-imaging,33,3381,46918,397779,1182552,987205,63.46153846153846,90.76510067114094,94.61754088773267,24.102763905265924,71.65479238898995,91.7680600058935,770,47705,48834,264494
bastibe/python-soundfile,1,26,1135,1615,13549,12711,33.33333333333333,72.22222222222221,89.93660855784469,7.788762961176754,65.34362189534603,84.29045092838197,24,5,57,5
ucfopen/canvasapi,4,79,1334,8361,32591,28692,44.44444444444444,73.14814814814815,89.77119784656796,15.465004439183192,60.28225806451613,88.26678151725835,1,53,59,71
duosecurity/duo_client_python,1,68,1438,998,28294,18859,50.0,98.55072463768117,99.79181124219292,3.497336697504906,99.15194841603588,99.88877118644068,21,1,66,1
tock/tockloader,3,173,2843,9730,30643,33880,33.33333333333333,67.31517509727627,89.62799495586381,14.300621702258997,45.03740501771043,81.3250120019203,6,53,9,84
broadinstitute/fiss,29,952,9702,267372,267372,157880,96.66666666666667,99.89506820566632,99.98969390910027,99.62812534933114,99.62812534933114,99.99873323114731,62,261,502,3795
graphite-project/carbonate,12,709,13947,221255,255494,168390,70.58823529411765,98.19944598337949,99.10466851417608,84.69836578914125,97.80535702664733,98.79665104053602,152,542,359,1503
graphite-project/whisper,1,1,61,998,998,363,100.0,100.0,100.0,100.0,100.0,100.0,3,0,4,0
fireeye/flare-floss,15,983,11054,189158,322068,137011,65.21739130434783,92.82341831916902,95.9298793716914,51.21042628880213,87.19292641062988,92.71971793813317,12,488,157,3288
fmfn/bayesianoptimization,1,225,3751,1,109887,97127,50.0,94.14225941422593,99.23280423280423,0.0007463466332303375,82.0137924857821,98.88115162991468,7,9,31,11
jaegertracing/jaeger-client-python,1,25,1106,998,12810,15583,33.33333333333333,60.97560975609756,94.44918872758326,3.9818065751675706,51.109160548994566,90.88417123527354,10,26,56,66
lonamiwebs/telethon,0,38,691,0,7962,7732,0.0,80.85106382978722,94.52804377564979,0.0,55.67053558942805,90.21117722552793,4,15,8,28
sys-bio/tellurium,46,4567,70693,569491,1737074,1475258,66.66666666666666,95.42415378186378,97.8070782257395,25.092329777025018,76.53717733045116,96.35583899175208,307,30874,28120,189587
soco/soco,4,95,1240,16711,34103,27074,44.44444444444444,87.1559633027523,97.94628751974723,40.26067892162768,82.16204495627244,97.33946933199108,6,49,23,71
ptb-m4d/pydynamic,22,2614,41309,1022997,1290463,831428,91.66666666666666,96.99443413729128,98.80881192144855,72.35029527211005,91.26652286148732,97.26260721455077,188,31310,29044,189157
twitterdev/twitter-python-ads-sdk,14,309,4276,62266,100763,71136,73.68421052631578,98.09523809523809,97.58101323596532,58.8853897731249,95.29227073698944,97.02392318393846,8,75,136,104
cog-creators/red-discordbot,16,979,13708,124266,363705,211038,37.2093023255814,86.63716814159292,95.4064587973274,27.47764481120811,80.42229415978986,93.84179610204237,70,647,613,2112
jupyter/kernel_gateway,71,2050,27064,551867,641730,379978,81.60919540229885,96.15384615384616,98.56508121494646,80.27319829058337,93.3444462869062,97.78906706402209,98,2404,640,5630
