product,own_files_count,own_files_loc,own_functions_count,own_functions_loc,total_dependency_functions_count,total_dependency_functions_loc,total_dependency_files_count,total_dependency_files_loc,reachable_dependencies,reachable_dependencies_loc,reachable_dependency_files,reachable_dependency_files_loc,reachable_dependency_functions,reachable_dependency_functions_loc,total_dependencies_count,bloated_dependencies_count,bloated_dependencies_loc,bloated_files_count,bloated_files_loc,bloated_functions_count,bloated_functions_loc,bloated_deps_count_1,bloated_deps_loc_1,bloated_files_count_1,bloated_files_loc_1,bloated_functions_count_1,bloated_functions_loc_1,used_direct_deps_count_1,used_direct_deps_loc_1,used_direct_files_count_1,used_direct_files_loc_1,used_direct_functions_count_1,used_direct_functions_loc_1,transitive_bloated_dependencies_count,transitive_bloated_dependencies_loc,transitive_bloated_files_count,transitive_bloated_files_loc,transitive_bloated_functions_count,transitive_bloated_functions_loc,transitive_used_dependencies_count,transitive_used_dependencies_loc,transitive_used_files_count,transitive_used_files_loc,transitive_used_functions_count,transitive_used_functions_loc
jag1g13/pycgtool,12,2633,119,2155,14195,345327,1216,582928,3,182961,44,49961,182,7546,13,10,399967,1172,532967,14014,337781,3,4629,375,137629,5536,122936,3,182961,44,49961,182,7546,7,395338,797,395338,8478,214845,0,0,0,0,0,0
razorpay/razorpay-python,30,1926,163,1456,882,22187,73,32714,2,16611,8,4321,14,279,5,3,16103,65,28393,868,21908,0,0,12,2277,225,3722,1,5435,6,3158,11,202,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
openai/gym,114,21733,840,14119,4053,100688,255,137810,3,137386,35,44891,194,7652,5,2,424,220,92919,3859,93036,0,0,209,91962,3682,91957,2,135803,33,43841,187,7593,2,424,11,957,177,1079,1,1583,2,1050,7,59
cea-sec/miasm,208,87434,5192,51640,2223,28693,226,47411,2,47411,3,8038,72,1232,2,0,0,223,39373,2152,27461,0,0,223,39373,2152,27484,2,47411,3,8038,72,1232,0,0,0,0,0,0,0,0,0,0,0,0
econforge/dolo.py,61,12146,467,8193,62688,1099674,3829,1862062,15,997842,164,172353,907,29887,56,41,864220,3665,1689709,61790,1069787,0,0,572,262854,10244,207245,8,333016,55,70162,342,6570,41,864220,3093,1426855,51546,862542,7,664826,109,102191,565,23317
jwilk/ocrodjvu,24,3598,133,1537,360,4729,33,7862,1,752,1,78,3,27,2,1,7110,32,7784,357,4702,1,7110,32,7784,357,4702,1,752,1,78,3,27,0,0,0,0,0,0,0,0,0,0,0,0
aldjemy/aldjemy,26,1170,67,607,19160,254131,1155,384451,3,378781,111,147020,645,14372,6,3,5670,1044,237431,18526,239759,0,0,838,128166,8435,100952,1,149210,31,21044,88,1963,3,5670,206,109265,10091,138807,2,229571,80,125976,557,12409
matrix-org/matrix-python-sdk,18,3304,182,2456,1113,24717,91,36175,3,28463,14,6773,45,858,6,3,7712,77,29402,1068,23859,0,0,12,2277,225,3722,1,5435,6,3158,11,202,3,7712,65,27125,843,20137,2,23028,8,3615,34,656
matrix-org/synapse,548,198753,6023,150958,21372,283987,1620,535082,11,78790,51,31820,313,7927,70,59,456292,1569,503262,21059,276060,1,1308,45,19122,1142,22768,5,32156,22,14342,114,2160,58,454984,1524,484140,19917,253292,6,46634,29,17478,199,5767
breakingbytes/simkit,18,4521,156,2892,949,16170,58,23067,1,9923,9,9674,143,5407,2,1,13144,49,13393,806,10763,1,13144,49,13393,806,10763,1,9923,9,9674,143,5407,0,0,0,0,0,0,0,0,0,0,0,0
xlsform/pyxform,37,8710,364,6574,1522,19999,208,38621,1,9121,9,9120,115,4920,4,3,29500,199,29501,1407,15079,2,29385,197,29386,1398,15005,1,9121,9,9120,115,4920,1,115,2,115,9,74,0,0,0,0,0,0
slgobinath/safeeyes,25,5071,284,3744,1065,16554,37,22750,3,22750,13,14365,88,1398,3,0,0,24,8385,977,15156,0,0,24,8385,977,15156,3,22750,13,14365,88,1398,0,0,0,0,0,0,0,0,0,0,0,0
vkurup/python-tcxparser,4,352,38,222,696,10754,47,15724,2,14726,3,3904,8,120,3,1,998,44,11820,688,10634,0,0,43,10822,627,10271,2,14726,3,3904,8,120,1,998,1,998,61,363,0,0,0,0,0,0
clusterlabs/crmsh,99,42517,2905,32598,1136,16543,74,23202,4,21647,12,8047,74,1573,5,1,1555,62,15155,1063,14970,0,0,53,13600,910,13460,3,20649,11,7049,73,1571,1,1555,9,1555,153,1510,1,998,1,998,1,2
spamscope/mail-parser,8,1896,67,1316,124,1949,10,3042,1,2044,2,1302,14,696,2,1,998,8,1740,110,1253,1,998,8,1740,110,1253,1,2044,2,1302,14,696,0,0,0,0,0,0,0,0,0,0,0,0
matlink/gplaycli,6,818,25,654,5836,84089,310,139486,6,60350,29,14539,161,2878,14,8,79136,281,124947,5676,81211,0,0,8,12982,254,3365,2,18990,10,6008,105,1950,8,79136,273,111965,5422,77846,4,41360,19,8531,56,928
simpeg/discretize,51,30421,740,23458,17083,373307,921,508039,4,497274,96,132577,1075,30004,8,4,10765,825,375462,16010,343303,0,0,637,315660,9912,267352,2,390953,59,75293,421,20280,4,10765,188,59802,6098,75951,2,106321,37,57284,654,9724
simpeg/simpeg,220,83163,2594,47747,48717,950504,2512,1364799,16,990967,356,437418,3164,120045,32,16,373832,2156,927381,45598,830459,0,0,1088,478879,20481,518890,9,904421,340,425542,3081,118057,16,373832,1068,448502,25117,311569,7,86546,16,11876,83,1988
georgemarshall/django-cryptography,9,898,63,534,11466,132657,1009,194809,4,168756,63,23467,275,4012,8,4,26053,946,171342,11207,128645,0,0,883,144317,9569,110159,3,167019,61,22702,271,3975,4,26053,63,27025,1638,18486,1,1737,2,765,4,37
pipoline/rocket-python,34,1021,87,618,4428,70414,256,99648,2,16611,9,4478,16,338,23,21,83037,247,95170,4412,70076,0,0,11,2120,223,3663,1,5435,7,3315,13,261,21,83037,236,93050,4189,66413,1,11176,2,1163,3,77
pygae/clifford,51,12697,906,8488,21688,416233,1077,565906,6,565906,81,81647,449,15968,6,0,0,996,484259,21245,400265,0,0,973,480415,20478,395824,5,558151,76,77736,430,15840,0,0,23,3844,767,4441,1,7755,5,3911,19,128
simple-salesforce/simple-salesforce,11,2753,105,2214,5223,71347,363,106915,6,42070,25,14316,99,1680,18,12,64845,338,92599,5125,69667,1,17639,142,28596,2187,22845,3,18325,19,7368,89,1499,11,47206,196,64003,2938,46822,3,23745,6,6948,10,181
uploadcare/pyuploadcare,55,6042,314,3858,4554,65428,328,97178,9,45053,49,20339,295,5472,16,7,52125,279,76839,4259,59956,1,2637,52,18891,1303,18176,3,29301,21,13047,159,3055,6,49488,227,57948,2956,41780,6,15752,28,7292,136,2417
cta-observatory/ctapipe,130,33840,1096,22864,60241,1097705,3448,1639135,32,1367139,317,348244,1970,68107,50,18,271996,3131,1290891,58304,1029598,0,0,1678,653546,30378,501086,15,850859,201,197313,1225,36152,18,271996,1453,637345,27926,528512,17,516280,116,150931,745,31955
salib/salib,46,29704,211,7158,27075,592997,1647,893356,9,756391,202,256496,1527,58934,20,11,136965,1445,636860,25587,534063,0,0,933,439527,18152,423347,5,685729,175,246202,1422,55410,11,136965,512,197333,7435,110716,4,70662,27,10294,105,3524
alex-rudakov/sphinx-argparse,5,1138,39,989,10250,141371,794,315332,4,227012,12,8981,78,864,23,19,88320,782,306351,10201,140507,0,0,169,64781,4113,45337,1,65411,1,630,1,18,19,88320,613,241570,6088,95170,3,161601,11,8351,77,846
sosy-lab/benchexec,199,32640,1655,24315,347,4618,18,5923,1,5923,1,390,2,19,1,0,0,17,5533,345,4599,0,0,17,5533,345,4599,1,5923,1,390,2,19,0,0,0,0,0,0,0,0,0,0,0,0
pybel/pybel,183,27309,1236,15205,27021,558526,1441,765678,18,709921,259,341276,1998,60560,35,17,55757,1182,424402,25061,497966,1,3809,787,263064,18599,353370,12,548873,222,289618,1858,54868,16,51948,395,161338,6462,144596,6,161048,37,51658,140,5692
ahmadfaizalbh/chatbot,8,1538,119,1233,883,22268,73,32798,0,0,0,0,0,0,5,5,32798,73,32798,883,22268,1,5435,18,5435,236,3924,0,0,0,0,0,0,4,27363,55,27363,647,18344,0,0,0,0,0,0
jjjake/internetarchive,28,6878,180,5076,1348,27874,128,41033,9,36306,26,11231,191,3623,11,2,4727,102,29802,1162,24251,0,0,56,5405,461,6042,5,12590,15,7185,149,2788,2,4727,46,24397,701,18209,4,23716,11,4046,42,835
gprmax/gprmax,50,17206,179,9778,8230,118583,418,188370,1,882,4,773,13,177,19,18,187488,414,187597,8217,118406,0,0,2,109,55,387,1,882,4,773,13,177,18,187488,412,187488,8162,118019,0,0,0,0,0,0
infobyte/faraday,169,22696,919,13199,13180,181674,591,273024,10,80237,53,36009,203,4546,33,23,192787,538,237015,12981,177128,0,0,18,4883,648,9812,2,15565,16,10682,75,1347,23,192787,520,232132,12333,167316,8,64672,37,25327,128,3199
pylast/pylast,1,2918,235,2293,1780,27706,124,39980,5,29619,36,12722,282,5001,8,3,10361,88,27258,1498,22705,0,0,8,1462,300,3792,1,8911,16,7449,144,2481,3,10361,80,25796,1198,18913,4,20708,20,5273,138,2520
common-workflow-language/cwltool,53,17493,494,14238,12453,277948,839,369317,16,196878,64,77140,422,9348,33,17,172439,775,292177,12035,268600,2,16367,297,119287,6811,127927,10,171877,49,68957,359,8095,15,156072,478,172890,5224,140673,6,25001,15,8183,63,1253
common-workflow-language/cwltest,10,1667,44,1233,7127,110603,424,165219,8,104866,29,18230,150,3690,25,17,60353,395,146989,6982,106913,1,1050,85,40436,2055,31619,3,44609,11,5223,98,2751,16,59303,310,106553,4927,75294,5,60257,18,13007,52,939
common-workflow-language/schema_salad,55,18381,614,14909,4445,69457,293,108853,6,72775,36,17045,186,3590,15,9,36078,257,91808,4262,65867,1,14545,169,50605,2866,38056,4,50223,27,14163,148,2803,8,21533,88,41203,1396,27811,2,22552,9,2882,38,787
ellmetha/django-machina,178,10070,446,4476,12282,160592,1162,228715,6,221432,148,70424,639,11491,10,4,7283,1014,158291,11674,149101,1,249,982,150285,11226,144562,5,219695,146,69659,635,11454,3,7034,32,8006,448,4539,1,1737,2,765,4,37
sdss/marvin,121,37421,1472,26749,57738,1153275,3798,1764751,38,1441106,467,577322,3242,105286,63,25,323645,3331,1187429,54550,1047989,3,702,1265,489150,21520,474892,12,768739,237,280291,1840,59815,22,322943,2066,698279,33030,573097,26,672367,230,297031,1402,45471
okigan/awscurl,5,626,19,499,3823,54347,190,78987,3,18146,11,6098,17,337,12,9,60841,179,72889,3807,54010,1,1486,14,3686,367,5833,2,6970,8,4770,13,255,8,59355,165,69203,3440,48177,1,11176,3,1328,4,82
exa-networks/exabgp,353,44381,2482,21578,1380,18517,68,27538,1,27538,1,242,3,21,1,0,0,67,27296,1377,18496,0,0,67,27296,1377,18496,1,27538,1,242,3,21,0,0,0,0,0,0,0,0,0,0,0,0
scikit-hep/iminuit,30,8650,419,6213,3780,98226,238,133985,1,133985,38,52815,206,9380,1,0,0,200,81170,3574,88846,0,0,200,81170,3574,88846,1,133985,38,52815,206,9380,0,0,0,0,0,0,0,0,0,0,0,0
petercorke/robotics-toolbox-python,293,101123,2715,73360,23305,517167,1557,783949,14,591737,118,132367,804,30040,25,11,192212,1439,651582,22508,487127,1,96,228,81692,4152,96842,6,165820,71,84224,548,22771,10,192116,1211,569890,18356,390285,8,425917,47,48143,256,7269
zach-taylor/splunk_handler,2,381,17,304,899,22491,74,33066,3,27987,19,7580,116,2555,6,3,5079,55,25486,783,19936,0,0,8,737,158,2156,1,5435,10,4698,78,1768,3,5079,47,24749,625,17780,2,22552,9,2882,38,787
seperman/deepdiff,17,6640,305,5028,29,385,1,536,1,536,1,536,4,67,1,0,0,0,0,25,318,0,0,0,0,25,318,1,536,1,536,4,67,0,0,0,0,0,0,0,0,0,0,0,0
browniebroke/deezer-python,21,2058,134,1221,882,22187,73,32714,2,16611,8,4321,14,279,5,3,16103,65,28393,868,21908,0,0,12,2277,225,3722,1,5435,6,3158,11,202,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
vimalloc/flask-jwt-extended,11,2294,146,1684,3090,42944,152,62585,3,33854,8,5664,20,395,10,7,28731,144,56921,3071,42549,0,0,78,28190,1509,22597,3,33854,8,5664,20,395,7,28731,66,28731,1562,19952,0,0,0,0,0,0
kjellmf/dot2tex,8,3835,190,3768,513,7407,11,10913,1,10913,4,7860,28,408,1,0,0,7,3053,486,6999,0,0,7,3053,486,7027,1,10913,4,7860,28,408,0,0,0,0,0,0,0,0,0,0,0,0
pv8/noipy,6,582,28,299,882,22187,73,32714,2,16611,9,4478,16,337,5,3,16103,64,28236,866,21850,0,0,11,2120,223,3664,1,5435,7,3315,13,260,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
zhmcclient/python-zhmcclient,55,35050,982,26384,2987,50422,229,73678,10,44004,27,17618,66,1234,21,11,29674,202,56060,2921,49188,3,5404,101,21777,1971,25382,9,32828,25,16455,63,1157,8,24270,101,34283,950,23806,1,11176,2,1163,3,77
marcharper/python-ternary,9,1861,84,1531,13983,258902,847,428551,4,297609,52,70153,261,9983,13,9,130942,795,358398,13722,248919,0,0,143,106585,3125,53283,1,124992,14,18407,63,1295,9,130942,652,251813,10597,195636,3,172617,38,51746,198,8688
gridsync/gridsync,81,15375,735,10034,22705,277568,1307,440619,13,113495,67,39250,212,5767,34,21,327124,1240,401369,22495,271801,0,0,251,59081,4998,63236,10,96037,60,36956,186,5404,21,327124,989,342288,17497,208565,3,17458,7,2294,26,363
mroberge/hydrofunctions,11,2861,46,2225,29646,536258,2027,911432,12,554147,162,194965,1344,46842,41,29,357285,1865,716467,28336,489416,0,0,507,224882,10444,199852,5,359029,111,134147,1062,35347,29,357285,1358,491585,17892,289564,7,195118,51,60818,282,11495
rocky/python3-trepan,192,24514,793,12655,3813,70310,605,200212,3,165163,86,39005,179,5290,10,7,35049,519,161207,3634,65020,1,13144,375,124098,1935,25074,2,129390,43,18436,120,3078,6,21905,144,37109,1699,39946,1,35773,43,20569,59,2212
tskit-dev/msprime,20,21240,877,16970,6274,141028,370,194013,7,173414,47,72594,275,10908,11,4,20599,323,121419,5999,130120,0,0,221,95010,4619,110314,4,161720,42,66710,265,10593,4,20599,102,26409,1380,19806,3,11694,5,5884,10,315
thalesgroup/pycryptoki,63,24856,322,5983,7219,94166,520,140767,2,7438,12,5263,37,437,14,12,133329,508,135504,7183,93729,1,40304,225,40304,1913,24078,1,998,1,998,1,2,11,93025,283,95200,5270,69651,1,6440,11,4265,36,435
mikedh/trimesh,115,52630,1657,45656,3780,98226,238,133985,1,133985,49,57065,330,15104,1,0,0,189,76920,3451,83122,0,0,189,76920,3451,83234,1,133985,49,57065,330,15104,0,0,0,0,0,0,0,0,0,0,0,0
flask-restful/flask-restful,12,2050,114,1413,3343,51160,174,73394,4,43665,32,20160,145,3691,12,8,29729,142,53234,3201,47469,1,998,40,13859,654,14406,3,20795,16,7934,59,1633,7,28731,102,39375,2547,33063,1,22870,16,12226,86,2058
googlemaps/google-maps-services-python,17,2983,73,2211,882,22187,73,32714,2,16611,9,4462,16,309,5,3,16103,64,28252,866,21878,0,0,11,2136,223,3692,1,5435,7,3299,13,232,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
beetbox/beets,107,37896,1926,28425,2017,22589,286,83966,8,82968,17,9973,98,1548,9,1,998,269,73993,1920,21041,0,0,212,53416,761,8939,7,63087,16,9671,97,1452,1,998,57,20577,1159,12102,1,19881,1,302,1,96
thenetcircle/dino,168,29637,2135,19817,10496,254970,588,339124,6,189009,16,11622,59,1518,11,5,150115,572,327502,10438,253452,0,0,15,3735,273,5018,1,7616,3,3881,31,927,5,150115,557,323767,10165,248434,5,181393,13,7741,28,591
qiita-spots/qiita,141,35997,995,27494,18306,400872,1044,521308,8,434854,146,179716,1179,41178,11,3,86454,898,341592,17161,359694,2,21043,362,132055,4622,121281,5,134550,26,23538,134,5059,1,65411,536,209537,12539,238413,3,300304,120,156178,1045,36119
ndokter/dsmr_parser,19,2152,93,1024,4710,59747,265,93144,5,22582,16,8788,89,1862,13,8,70562,249,84356,4623,57885,0,0,82,13794,932,11105,5,22582,16,8788,89,1862,8,70562,167,70562,3691,46780,0,0,0,0,0,0
uberi/speech_recognition,7,2055,58,1761,882,22187,73,32714,2,16611,9,4478,17,350,5,3,16103,64,28236,865,21837,0,0,11,2120,222,3651,1,5435,7,3315,14,273,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
soynatan/django-easy-audit,35,1926,69,801,9445,115592,918,168741,2,150947,92,43476,317,5030,6,4,17794,826,125265,9136,110562,1,6946,789,113445,8520,103228,1,149210,90,42711,311,4944,3,10848,37,11820,616,7334,1,1737,2,765,6,86
ccnmtl/django-pagetree,25,2639,196,1652,10998,136946,1031,199015,3,154715,77,44237,301,5105,14,11,44300,954,154778,10714,131841,5,24509,896,134015,9611,118250,2,152978,75,43472,295,5019,6,19791,58,20763,1103,13591,1,1737,2,765,6,86
deniscarriere/geocoder,67,8672,897,4271,3319,53921,317,84697,5,67145,33,20510,107,1538,10,5,17552,284,64187,3214,52383,1,998,230,37620,2545,33844,4,55969,31,19347,104,1461,4,16554,54,26567,669,18539,1,11176,2,1163,3,77
veusz/veusz,175,66183,3476,49930,4032,100946,276,138690,1,133985,42,52930,228,8850,2,1,4705,234,85760,3804,92096,1,4705,234,85760,3804,92096,1,133985,42,52930,228,8850,0,0,0,0,0,0,0,0,0,0,0,0
staticjinja/staticjinja,6,750,35,493,1196,14480,57,21948,4,21581,7,4693,58,1057,5,1,367,50,17255,1138,13423,0,0,25,11182,766,9956,3,15227,5,4045,51,987,1,367,25,6073,372,3467,1,6354,2,648,7,70
jodal/pykka,14,2074,80,1048,162,1687,1,3072,1,3072,1,3072,3,30,1,0,0,0,0,159,1657,0,0,0,0,159,1657,1,3072,1,3072,3,30,0,0,0,0,0,0,0,0,0,0,0,0
bouke/django-two-factor-auth,82,3938,227,1818,9365,112623,947,165162,5,155857,115,47157,491,8136,8,3,9305,832,118005,8896,104487,0,0,801,107728,8376,98003,4,154120,113,46392,485,8050,3,9305,31,10277,520,6484,1,1737,2,765,6,86
marshmallow-code/flask-smorest,15,2443,111,1750,3713,50796,192,74236,8,56577,26,15634,90,1514,13,5,17659,166,58602,3628,49282,0,0,95,30464,1920,27253,5,41442,17,10978,44,839,5,17659,71,28138,1708,22029,3,15135,9,4656,46,675
powa-team/powa-web,24,6897,257,4455,12729,177761,342,271944,3,253125,82,129203,672,15110,5,2,18819,260,142741,12062,162651,1,18747,257,139597,11900,161337,2,250053,82,129203,672,15110,1,72,3,3144,162,1314,1,3072,0,0,0,0
kinto/kinto-signer,17,2238,72,1837,12217,165964,713,243233,12,119856,44,28486,176,3032,48,36,123377,669,214747,12046,162932,2,8180,134,28340,1965,26418,3,31443,17,11283,105,1750,34,115197,535,186407,10081,136514,9,88413,27,17203,71,1282
kinto/kinto,83,15629,820,11743,7220,104631,451,157015,18,107689,90,48605,381,8003,39,21,49326,361,108410,6857,96628,3,6927,95,19040,1441,20182,8,25606,22,13493,102,1889,18,42399,266,89370,5416,76446,10,82083,68,35112,279,6114
arrow-py/arrow,11,10154,159,2973,364,6263,19,8614,1,7616,5,4771,27,1127,2,1,998,14,3843,338,5136,0,0,13,2845,277,4818,1,7616,5,4771,27,1127,1,998,1,998,61,318,0,0,0,0,0,0
hardbyte/python-can,90,26264,778,15525,1980,25310,92,37896,4,10358,7,5960,41,889,5,1,27538,85,31936,1939,24421,0,0,17,4398,559,5904,4,10358,7,5960,41,889,1,27538,68,27538,1380,18517,0,0,0,0,0,0
toastdriven/restless,13,1730,84,1108,61,363,1,998,0,0,0,0,0,0,1,1,998,1,998,61,363,1,998,1,998,61,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
django-crispy-forms/django-crispy-forms,13,3494,128,1492,8965,107638,901,157880,2,150947,29,10656,140,2469,4,2,6933,872,147224,8827,105169,0,0,841,138674,8383,100431,1,149210,28,10536,139,2460,2,6933,31,8550,444,4738,1,1737,1,120,1,9
widdowquinn/pyani,56,13397,285,8731,31486,705922,1951,1053150,13,926516,223,284704,1894,68667,19,6,126634,1728,768446,29628,637255,0,0,1074,535206,19187,455042,5,746928,159,211722,1458,49050,6,126634,654,233240,10441,182213,8,179588,64,72982,436,19617
transientskp/tkp,110,16530,546,12541,32290,659921,1681,927894,12,890201,224,329356,1575,51935,18,6,37693,1457,598538,30727,607986,1,18747,1035,414000,16161,359082,7,503743,80,108490,552,19667,5,18946,422,184538,14566,248904,5,386458,144,220866,1023,32268
svenevs/exhale,23,11127,193,8170,13266,166407,872,350141,4,192906,33,17721,106,2692,28,24,157235,839,332420,13162,163715,4,65000,358,134342,9169,89564,2,74402,7,5060,44,1391,20,92235,481,198078,3993,74151,2,118504,26,12661,62,1301
enthought/chaco,169,44528,1509,30427,21454,328145,1906,516042,8,504675,183,123228,715,19736,11,3,11367,1723,392814,20790,308409,0,0,748,173238,10437,167930,4,277257,133,104019,622,17643,3,11367,975,219576,10353,140479,4,227418,50,19209,93,2093
jupyter-server/jupyter_server,88,18891,969,12784,11374,160946,1087,339922,20,111009,85,46904,485,10901,58,38,228913,1002,293018,10916,150045,3,9445,199,36863,2457,29833,7,39765,32,12347,129,2942,35,219468,803,256155,8459,120212,13,71244,53,34557,356,7959
maxmind/geoip2-python,9,2467,73,804,2557,42582,157,61791,8,56685,34,19025,166,3732,13,5,5106,123,42766,2397,38850,0,0,52,15903,1402,15734,3,26477,19,10574,111,2497,5,5106,71,26863,995,23116,5,30208,15,8451,55,1235
chimpler/pyhocon,9,2025,100,1596,513,7407,11,10913,1,10913,4,6915,31,594,1,0,0,7,3998,483,6813,0,0,7,3998,483,6815,1,10913,4,6915,31,594,0,0,0,0,0,0,0,0,0,0,0,0
algolia/algoliasearch-client-python,33,3362,274,2550,10079,140963,585,233725,4,55525,20,7822,115,2381,21,17,178200,565,225903,9964,138582,0,0,8,737,162,2351,1,5435,10,4698,74,1573,17,178200,557,225166,9802,136231,3,50090,10,3124,41,808
algolia/algoliasearch-django,14,1050,56,718,10121,132375,1006,193950,3,154303,28,6184,56,915,10,7,39647,978,187766,10065,131460,0,0,874,147027,8743,104588,2,152566,27,5539,51,838,7,39647,104,40739,1322,26872,1,1737,1,645,5,77
pyexcel/pyexcel-ods3,4,461,26,213,1036,9170,110,15210,4,15210,22,3206,95,908,4,0,0,88,12004,942,8262,0,0,85,11809,919,7952,3,14543,20,2734,86,786,0,0,3,195,23,310,1,667,2,472,9,122
pysat/pysat,37,18530,289,15783,26010,605478,1413,797271,11,764415,259,306648,2347,77911,28,17,32856,1154,490623,23701,527567,1,987,773,366637,17152,409869,6,601852,195,236202,1906,57781,16,31869,381,123986,6549,117698,5,162563,64,70446,441,20130
scikit-rf/scikit-rf,91,51724,1888,41351,16165,422075,973,563378,4,554737,154,195698,1340,53185,7,3,8641,819,367680,14861,368890,0,0,773,356462,14416,365252,3,552101,153,195639,1339,53164,3,8641,46,11218,445,3638,1,2636,1,59,1,21
namaggarwal/splitwise,19,2794,191,2157,1330,31883,156,46012,5,41201,23,8496,87,1794,7,2,4811,133,37516,1243,30089,0,0,20,1394,240,3960,2,6786,13,5392,48,1004,2,4811,113,36122,1003,26129,3,34415,10,3104,39,790
signalfx/signalfx-python,21,3473,254,1999,2090,36597,177,55694,5,33985,41,12439,195,3881,9,4,21709,136,43255,1895,32716,3,17106,96,20656,1302,15540,3,11433,29,7883,145,2827,1,4603,40,22599,593,17176,2,22552,12,4556,50,1054
thekevjames/coveralls-python,15,991,44,743,1531,32187,130,46545,4,30358,25,11843,146,2324,7,3,16187,105,34702,1385,29863,0,0,52,8502,741,11596,3,19182,23,10680,143,2247,3,16187,53,26200,644,18267,1,11176,2,1163,3,77
ocropus/hocr-tools,1,35,0,0,4984,74776,280,115168,0,0,0,0,0,0,3,3,115168,280,115168,4984,74776,3,115168,280,115168,4984,74776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
closeio/cleancat,5,1307,90,788,16440,232084,609,348695,3,235113,4,3591,31,871,15,12,113582,605,345104,16409,231213,1,2636,23,8639,356,6122,1,7616,1,1613,28,862,11,110946,582,336465,16053,225091,2,227497,3,1978,3,9
closeio/tasktiger,22,4437,163,3294,2379,32319,100,43655,3,43408,9,10131,26,587,4,1,247,91,33524,2353,31732,0,0,90,33277,2334,31574,3,43408,9,10131,26,587,1,247,1,247,19,158,0,0,0,0,0,0
oggm/oggm,42,30130,688,26862,30039,672582,1773,974810,13,830638,253,318058,2049,73311,27,14,144172,1520,656752,28033,599271,1,987,991,464791,20309,478541,8,774131,245,310327,2025,72537,13,143185,529,191961,7724,120730,5,56507,8,7731,24,774
ojarva/python-sshpubkeys,4,660,33,385,3059,31344,140,46041,2,20162,13,6719,49,414,5,3,25879,127,39322,3019,30930,0,0,71,13443,1438,11944,1,19164,12,5721,48,412,3,25879,56,25879,1581,18986,1,998,1,998,1,2
getstream/stream-django,15,612,61,335,11863,154145,1091,226236,6,173246,46,16677,109,1819,19,13,52990,1045,209559,11755,152326,0,0,858,142067,8636,103590,2,151806,34,9739,82,1236,13,52990,187,67492,3119,48736,4,21440,12,6938,27,583
copier-org/copier,12,3229,126,1920,7636,99652,711,251658,14,238784,42,18786,101,2069,20,6,12874,669,232872,7535,97583,2,1689,492,175184,4538,58729,10,185059,31,11564,78,1654,4,11185,177,57688,2997,38854,4,53725,11,7222,23,415
jonathonreinhart/scuba,14,1739,91,1278,20218,287831,1289,511968,5,61427,36,19070,206,4627,47,42,450541,1253,492898,20013,283204,0,0,8,1968,330,4398,1,5923,10,3955,18,222,42,450541,1245,490930,19683,278806,4,55504,26,15115,188,4405
