Identifier,Package,VersionConstraint
GHSA-8rp6-x3r7-5qw3,salt,">= 3000,< 3000.7"
GHSA-8rp6-x3r7-5qw3,salt,">= 3001,< 3001.5"
GHSA-8rp6-x3r7-5qw3,salt,">= 3002,< 3002.3"
GHSA-hjp5-hv33-q58g,plone,">= 0,<= 3.1.7"
GHSA-w8gx-hhcx-px6w,tripleo-heat-templates,">= 0,< 7.0.6"
GHSA-cqf7-ff9h-7967,django,">= 1.8.0,< 1.8.3"
GHSA-mqwh-r366-4224,cabot,">= 0,<= 0.11.16"
GHSA-pgxh-wfw4-jx2v,django,">= 1.8.0,< 1.8.4"
GHSA-pgxh-wfw4-jx2v,django,">= 1.7.0,< 1.7.10"
GHSA-pgxh-wfw4-jx2v,django,">= 1.4.0,< 1.4.22"
GHSA-r524-c2gf-5chr,trac,">= 0,< 0.9.6"
GHSA-9gj2-ph57-56f5,Moin,">= 0,< 1.5.8"
GHSA-2fc2-6r4j-p65h,numpy,">= 0,< 1.8.1"
GHSA-h88f-r7cw-8fv3,apache-airflow,">= 2.0.0,< 2.1.3"
GHSA-fv25-wrff-wf86,tensorflow,">= 0,< 2.6.4"
GHSA-fv25-wrff-wf86,tensorflow-cpu,">= 0,< 2.6.4"
GHSA-fv25-wrff-wf86,tensorflow-gpu,">= 0,< 2.6.4"
GHSA-fv25-wrff-wf86,tensorflow,">= 2.7.0,< 2.7.2"
GHSA-fv25-wrff-wf86,tensorflow,">= 2.8.0,< 2.8.1"
GHSA-fv25-wrff-wf86,tensorflow-cpu,">= 2.7.0,< 2.7.2"
GHSA-fv25-wrff-wf86,tensorflow-cpu,">= 2.8.0,< 2.8.1"
GHSA-fv25-wrff-wf86,tensorflow-gpu,">= 2.7.0,< 2.7.2"
GHSA-fv25-wrff-wf86,tensorflow-gpu,">= 2.8.0,< 2.8.1"
GHSA-5xrj-ghhp-hx7p,glance,">= 11.0.0,< 11.0.2"
GHSA-8w48-m6hx-rjw2,zope2,">= 2.12.0,< 2.12.20"
GHSA-8w48-m6hx-rjw2,zope2,">= 2.13.0,< 2.13.10"
GHSA-pp4c-2692-7f37,Plone,">= 5.0.0,< 5.0.6"
GHSA-pp4c-2692-7f37,Plone,">= 3.3.0,< 4.3.12"
GHSA-cx59-cp6c-9fr8,pyftpdlib,">= 0,< 0.2.0"
GHSA-443j-6p7g-6v4w,mistral,">= 0,<= 7.0.3"
GHSA-ggwq-vrgp-6gv4,lmdb,">= 0,<= 0.97"
GHSA-296w-6qhq-gf92,django,">= 0,< 1.4.14"
GHSA-296w-6qhq-gf92,django,">= 1.5.0,< 1.5.9"
GHSA-296w-6qhq-gf92,django,">= 1.6,< 1.6.6"
GHSA-w7h9-8wr4-hwqh,horizon,">= 0,< 8.0.0a0"
GHSA-977v-29j9-9rxc,moin,">= 0,< 1.8.7"
GHSA-977v-29j9-9rxc,moin,">= 1.9,< 1.9.2"
GHSA-vwr9-9f8v-vp5m,glance,">= 0,< 11.0.0a0"
GHSA-2q26-r8c4-jfx5,trac,">= 0,< 0.10.1"
GHSA-6mmf-v5q7-vw2w,asterix_decoder,">= 0,< 0.7.2"
GHSA-9cwg-mhxf-hh59,django,">= 1.4.0,< 1.4.6"
GHSA-9cwg-mhxf-hh59,django,">= 1.5.0,< 1.5.2"
GHSA-wxg3-mfph-qg9w,Django,">= 0,< 1.2.7"
GHSA-wxg3-mfph-qg9w,Django,">= 1.3.0,< 1.3.1"
GHSA-7f2c-vp52-gmfw,keystonemiddleware,">= 0,< 0.11.0"
GHSA-7f2c-vp52-gmfw,keystonemiddleware,">= 1.0,< 1.2.0"
GHSA-grwx-4p5v-9g2g,plone,">= 2.1,< 4.1.1"
GHSA-grwx-4p5v-9g2g,plone,">= 4.2,< 4.2.6"
GHSA-grwx-4p5v-9g2g,plone,">= 4.3,< 4.3.2"
GHSA-x8h4-xf47-pqc3,Keystone,">= 0,< 8.0.0a0"
GHSA-f8m3-jpxr-hm5x,bsdiff4,">= 0,< 1.2.0"
GHSA-pcqv-c46v-2p4v,ansible,">= 1.2,< 1.2.3"
GHSA-2cvf-r9jm-4qm9,ceilometer,">= 0,< 12.0.0.0rc1"
GHSA-2ch8-f849-pjg3,ajenti,">= 0,< 1.2.21.7"
GHSA-wprr-mc54-c62q,Plone,">= 0,< 4.2.3"
GHSA-3xvg-x47j-x75w,ansible,">= 0,< 2.5.6"
GHSA-4cvm-5776-jx9f,ansible,">= 0,< 1.6.6"
GHSA-jhjg-w2cp-5j44,django,">= 0,< 1.4.18"
GHSA-jhjg-w2cp-5j44,django,">= 1.6.0,< 1.6.10"
GHSA-jhjg-w2cp-5j44,django,">= 1.7.0,< 1.7.3"
GHSA-jj23-fj2v-m872,moin,">= 1.7.0,< 1.7.3"
GHSA-jj23-fj2v-m872,moin,">= 1.8.0,< 1.8.3"
GHSA-g3p5-fjj9-h8gj,pip,">= 0,< 1.3"
GHSA-pwx5-xg7g-wpc5,tweepy,">= 0,< 3.0"
GHSA-2j76-26qq-7rvv,moin,">= 0,<= 1.7.3"
GHSA-2j76-26qq-7rvv,moin,">= 1.9.0,< 1.9.3"
GHSA-29j3-2446-5j4w,salt,">= 0,< 2015.8.13"
GHSA-29j3-2446-5j4w,salt,">= 2016.3.0,< 2016.3.8"
GHSA-29j3-2446-5j4w,salt,">= 2016.11.0,< 2016.11.10"
GHSA-29j3-2446-5j4w,salt,">= 2017.5.0,< 2017.7.8"
GHSA-29j3-2446-5j4w,salt,">= 2018.2.0,< 2018.3.5"
GHSA-29j3-2446-5j4w,salt,">= 2019.2.0,< 2019.2.7"
GHSA-29j3-2446-5j4w,salt,">= 3000.0,< 3000.5"
GHSA-29j3-2446-5j4w,salt,">= 3001.0,< 3001.3"
GHSA-29j3-2446-5j4w,salt,">= 3002.0,< 3002.1"
GHSA-5v77-j66x-4c4g,tensorflow,">= 0,< 2.6.4"
GHSA-5v77-j66x-4c4g,tensorflow,">= 2.7.0,< 2.7.2"
GHSA-5v77-j66x-4c4g,tensorflow,">= 2.8.0,< 2.8.1"
GHSA-5v77-j66x-4c4g,tensorflow-cpu,">= 0,< 2.6.4"
GHSA-5v77-j66x-4c4g,tensorflow-cpu,">= 2.7.0,< 2.7.2"
GHSA-5v77-j66x-4c4g,tensorflow-cpu,">= 2.8.0,< 2.8.1"
GHSA-5v77-j66x-4c4g,tensorflow-gpu,">= 0,< 2.6.4"
GHSA-5v77-j66x-4c4g,tensorflow-gpu,">= 2.7.0,< 2.7.2"
GHSA-5v77-j66x-4c4g,tensorflow-gpu,">= 2.8.0,< 2.8.1"
GHSA-qgvw-qc2q-gv5q,django-tastypie,">= 0,< 0.9.10"
GHSA-8j9g-c9rp-jvg4,salt,">= 0,< 2014.7.6"
GHSA-rp8m-h266-53jh,python-apt,">= 0,< 0.8.3ubuntu7.5"
GHSA-rp8m-h266-53jh,python-apt,">= 0.9.0,< 0.9.3.5ubuntu3"
GHSA-rp8m-h266-53jh,python-apt,">= 1.0.0,< 1.1.0"
GHSA-rp8m-h266-53jh,python-apt,">= 1.2.0,< 1.6.5ubuntu0.1"
GHSA-rp8m-h266-53jh,python-apt,">= 1.7.0,< 1.9.0ubuntu1.2"
GHSA-fqw7-c6vr-q29m,mistral,">= 0,< 8.0.0.0b1"
GHSA-mpmf-hr8p-p49g,sanic,">= 0,< 0.5.1"
GHSA-4gv5-qhvr-36vv,pip,">= 0,< 1.3"
GHSA-c3qv-mf8h-434r,roundup,">= 0,< 1.4.4"
GHSA-cfmr-38g9-f2h7,pillow,">= 0,< 2.3.2"
GHSA-cfmr-38g9-f2h7,pillow,">= 2.5,< 2.5.2"
GHSA-f9qv-j5g6-g5cr,trac,">= 0,< 0.11.6"
GHSA-c5h8-cq4v-cvfm,pip,">= 0,< 1.5"
GHSA-4vwq-x64q-j4cj,notebook,">= 4.0.0,< 4.0.5"
GHSA-4vwq-x64q-j4cj,ipython,">= 0,< 3.2.2"
GHSA-6565-fg86-6jcx,django,">= 0,< 1.7.6"
GHSA-6565-fg86-6jcx,django,">= 1.8a1,< 1.8b2"
GHSA-rvf8-c35m-8289,lin-cms,">= 0,<= 0.1.1b2"
GHSA-46x4-9jmv-jc8p,Django,">= 1.9,< 1.9.2"
GHSA-qjmg-77xh-7mjw,loggerhead,">= 0,< 1.18.1"
GHSA-53wm-97p6-582f,instack-undercloud,">= 0,<= 7.2.0"
GHSA-vjjf-3rvg-gv3v,dulwich,">= 0,< 0.9.9"
GHSA-g4rw-82hq-8jpr,MapProxy,">= 0,< 1.11.1"
GHSA-xp26-p53h-6h2p,lxml,">= 0,< 4.2.5"
GHSA-984m-rj28-8c6x,Products.CMFPlone,">= 3.3.0,< 4.3.7"
GHSA-984m-rj28-8c6x,Products.CMFPlone,">= 5.0a1,< 5.0rc2"
GHSA-v3hp-f8qr-cf3p,plone,">= 5.0.0,<= 5.0.6"
GHSA-v3hp-f8qr-cf3p,plone,">= 4.0.0,<= 4.3.11"
GHSA-v3hp-f8qr-cf3p,plone,">= 3.3.0,<= 3.3.6"
GHSA-75cw-5cgv-g853,ipython,">= 0.12,< 1.2.0"
GHSA-63h2-9cc8-fc7m,meinheld,">= 0,< 1.0.2"
GHSA-vmcc-4p4x-x7wg,matrix-synapse,">= 0,< 0.28.1"
GHSA-6fgp-29mf-chhc,Kallithea,">= 0,< 0.2"
GHSA-q9g5-98pm-w6q7,cobbler,">= 0,<= 2.6.11"
GHSA-pjhf-vpx3-33r3,salt,">= 0,< 2019.2.4"
GHSA-pjhf-vpx3-33r3,salt,">= 3000,< 3000.2"
GHSA-cwpm-f78v-7m5c,tensorflow,">= 0,< 2.6.4"
GHSA-cwpm-f78v-7m5c,tensorflow,">= 2.7.0,< 2.7.2"
GHSA-cwpm-f78v-7m5c,tensorflow,">= 2.8.0,< 2.8.1"
GHSA-cwpm-f78v-7m5c,tensorflow-cpu,">= 0,< 2.6.4"
GHSA-cwpm-f78v-7m5c,tensorflow-cpu,">= 2.7.0,< 2.7.2"
GHSA-cwpm-f78v-7m5c,tensorflow-cpu,">= 2.8.0,< 2.8.1"
GHSA-cwpm-f78v-7m5c,tensorflow-gpu,">= 0,< 2.6.4"
GHSA-cwpm-f78v-7m5c,tensorflow-gpu,">= 2.7.0,< 2.7.2"
GHSA-cwpm-f78v-7m5c,tensorflow-gpu,">= 2.8.0,< 2.8.1"
GHSA-p3xv-97g8-4wmj,python-swiftclient,">= 1.0,< 2.0.2"
GHSA-w66p-78g4-mr7g,keystone,">= 0,< 8.0.0"
GHSA-8p2c-fghc-9hj4,pyftpdlib,">= 0,< 0.5.0"
GHSA-qxm5-vx5j-pp6w,snapcraft,">= 0,< 4.4.4"
GHSA-jr9m-v5qh-mh2j,neutron,">= 11.0.0,< 11.0.7"
GHSA-jr9m-v5qh-mh2j,neutron,">= 12.0.0,< 12.0.6"
GHSA-jr9m-v5qh-mh2j,neutron,">= 13.0.0,< 13.0.3"
GHSA-9jp4-68vc-r8wq,FormEncode,">= 1.0,< 1.0.1"
GHSA-gvjg-r9fv-7qx9,glance,">= 0,< 2014.2.4"
GHSA-gvjg-r9fv-7qx9,glance,">= 2015.1.0,< 2015.1.2"
GHSA-qr38-h96j-2j3w,salt,">= 0,< 2015.8.13"
GHSA-qr38-h96j-2j3w,salt,">= 2016.3.0,< 2016.3.8"
GHSA-qr38-h96j-2j3w,salt,">= 2016.11.0,< 2016.11.10"
GHSA-qr38-h96j-2j3w,salt,">= 2017.5.0,< 2017.7.8"
GHSA-qr38-h96j-2j3w,salt,">= 2018.2.0,< 2018.3.5"
GHSA-qr38-h96j-2j3w,salt,">= 2019.2.0,< 2019.2.6"
GHSA-qr38-h96j-2j3w,salt,">= 3000.0,< 3000.4"
GHSA-qr38-h96j-2j3w,salt,">= 3001,< 3001.2"
GHSA-qr38-h96j-2j3w,salt,">= 3002,< 3002.1"
GHSA-42q4-9xf9-f67x,apache-superset,">= 0,< 1.3.2"
GHSA-w3pw-qxjj-6prr,plone,">= 4.3,< 4.3.2"
GHSA-w3pw-qxjj-6prr,plone,">= 4.2,< 4.2.6"
GHSA-w3pw-qxjj-6prr,plone,">= 2.1,< 4.1.1"
GHSA-6w93-4c4p-xv2x,plone,">= 0,< 4.2.3"
GHSA-6w93-4c4p-xv2x,plone,">= 4.3a1,< 4.3b1"
GHSA-4g62-mfwx-4q48,slixmpp,">= 0,< 1.4.2"
GHSA-6h8x-73fx-q2h9,Plone,">= 5.0rc1,<= 5.0.4"
GHSA-6h8x-73fx-q2h9,Plone,== 5.1a1
GHSA-5f3f-pg2c-cxcv,pyftpdlib,">= 0,< 0.2.0"
GHSA-2gh8-gr6x-7q26,SOAPpy,">= 0,< 0.12.6"
GHSA-wwwh-47wp-m522,ansible,">= 0,< 1.9.2"
GHSA-v3m2-pg96-w33m,cinder,">= 14.0.0,< 14.1.0"
GHSA-v3m2-pg96-w33m,cinder,">= 15.0.0,< 15.2.0"
GHSA-v3m2-pg96-w33m,cinder,">= 16.0.0,< 16.1.0"
GHSA-v3m2-pg96-w33m,os-brick,">= 2.8.0,< 2.8.6"
GHSA-v3m2-pg96-w33m,os-brick,">= 2.10.0,< 2.10.4"
GHSA-v3m2-pg96-w33m,os-brick,">= 3.0.0,< 3.0.2"
GHSA-vjjp-9r83-22rc,django,">= 1.4,< 1.4.7"
GHSA-vjjp-9r83-22rc,django,">= 1.5,< 1.5.3"
GHSA-9m4g-f42q-vrrh,plone,">= 0,< 4.2.3"
GHSA-9m4g-f42q-vrrh,plone,">= 4.3a1,< 4.3b1"
GHSA-2655-q453-22f9,django,">= 1.3,< 1.3.4"
GHSA-2655-q453-22f9,django,">= 1.4,< 1.4.2"
GHSA-xxvj-8g5m-4qgw,salt,">= 0,< 2016.11.7"
GHSA-xxvj-8g5m-4qgw,salt,">= 2017.7.0,< 2017.7.1"
GHSA-gf2q-j2qq-pjf2,keystone,">= 0,< 2012.1"
GHSA-96hw-v598-jvgh,cobbler,">= 0,< 3.0.0"
GHSA-8r7q-cvjq-x353,Jinja2,">= 0,< 2.7.2"
GHSA-4vc9-4xpq-77vm,cobbler,">= 0,<= 2.6.11-1"
GHSA-8mc4-2xrc-g582,Plone,">= 5.0,<= 5.2.1"
GHSA-873q-wpqr-xfgw,bottle,">= 0.10.0,< 0.10.12"
GHSA-873q-wpqr-xfgw,bottle,">= 0.11.0,< 0.11.7"
GHSA-873q-wpqr-xfgw,bottle,">= 0.12.0,< 0.12.6"
GHSA-f8pg-wp5j-rjxx,plone,">= 0,< 4.2.3"
GHSA-f8pg-wp5j-rjxx,plone,">= 4.3a1,< 4.3b1"
GHSA-5pcv-m8w2-62m9,ajenti,">= 0,<= 1.2.23.13"
GHSA-2q4h-27m7-rj67,python-bugzilla,">= 0,< 0.9.0"
GHSA-h4g7-8m7r-87r9,pyftpdlib,">= 0,< 0.5.2"
GHSA-8gv6-x88p-3f6h,pyftpdlib,">= 0,< 0.5.2"
GHSA-r8g9-w4f3-9crm,lmdb,">= 0,<= 0.97"
GHSA-x895-2wrm-hvp7,pillow,">= 0,< 2.3.1"
GHSA-xfjq-9rxq-ph6m,plone,">= 4.3,< 4.3.2"
GHSA-xfjq-9rxq-ph6m,plone,">= 4.2,< 4.2.6"
GHSA-xfjq-9rxq-ph6m,plone,">= 2.1,< 4.1.1"
GHSA-phhw-3wc9-8q75,salt,">= 0,< 2015.8.13"
GHSA-phhw-3wc9-8q75,salt,">= 2016.3.0,< 2016.11.5"
GHSA-phhw-3wc9-8q75,salt,">= 2016.11.7,< 2016.11.10"
GHSA-phhw-3wc9-8q75,salt,">= 2017.5.0,< 2017.7.8"
GHSA-phhw-3wc9-8q75,salt,">= 2018.2.0,<= 2018.3.5"
GHSA-phhw-3wc9-8q75,salt,">= 2019.2.0,< 2019.2.8"
GHSA-phhw-3wc9-8q75,salt,">= 3000,< 3000.7"
GHSA-phhw-3wc9-8q75,salt,">= 3001,< 3001.5"
GHSA-phhw-3wc9-8q75,salt,">= 3002,< 3002.3"
GHSA-r5cj-wv24-92p5,django,">= 0.91,< 0.91.3"
GHSA-r5cj-wv24-92p5,django,">= 0.95,< 0.95.4"
GHSA-r5cj-wv24-92p5,django,">= 0.96,< 0.96.3"
GHSA-6fq2-x65v-v9h7,ansible,">= 2.8.0,< 2.8.6"
GHSA-6fq2-x65v-v9h7,ansible,">= 2.7.0,< 2.7.14"
GHSA-6fq2-x65v-v9h7,ansible,">= 0,< 2.6.20"
GHSA-qg47-5px9-32g7,ansible,">= 0,< 1.5.4"
GHSA-p9wq-mjh8-q72m,keystonemiddleware,">= 0,< 1.6.0"
GHSA-p9wq-mjh8-q72m,python-keystoneclient,">= 0,< 1.4.0"
GHSA-mpg6-rgp4-35rr,pyftpdlib,">= 0,< 0.5.1"
GHSA-7372-q459-jxhr,pyxdg,">= 0,<= 0.25"
GHSA-g8xg-jgj6-49r3,django,">= 1.3.0,< 1.3.6"
GHSA-g8xg-jgj6-49r3,django,">= 1.4.0,< 1.4.4"
GHSA-v9v9-xffq-rwr4,html5lib,">= 0,< 0.999999999"
GHSA-r64q-w8jr-g9qp,urllib3,">= 0,< 1.24.3"
GHSA-m7m4-4vm8-55wg,pyamf,">= 0,< 0.8.0"
GHSA-6fgf-x7wg-hp8r,plone,">= 2.1,< 4.1.1"
GHSA-6fgf-x7wg-hp8r,plone,">= 4.2,< 4.2.6"
GHSA-6fgf-x7wg-hp8r,plone,">= 4.3,< 4.3.2"
GHSA-fh73-gjvg-349c,neutron,">= 0,< 16.4.1"
GHSA-fh73-gjvg-349c,neutron,">= 17.0.0,< 17.2.1"
GHSA-fh73-gjvg-349c,neutron,">= 18.0.0,< 18.1.1"
GHSA-g2j5-7vgx-6xrx,cinder,">= 0,< 7.0.2"
GHSA-g2j5-7vgx-6xrx,cinder,">= 8.0.0,< 9.0.0"
GHSA-g2j5-7vgx-6xrx,glance,">= 0,< 14.0.0"
GHSA-g2j5-7vgx-6xrx,nova,">= 0,< 12.0.4"
GHSA-66x7-2r56-fj77,buildbot,">= 0,< 1.8.1"
GHSA-pg2w-x9wp-vw92,requests,">= 2.1.0,< 2.6.0"
GHSA-pj65-3pf6-c5q4,python-apt,">= 0,< 0.8.3ubuntu7.5"
GHSA-pj65-3pf6-c5q4,python-apt,">= 0.9.0,< 0.9.3.5ubuntu3"
GHSA-pj65-3pf6-c5q4,python-apt,">= 1.2.0,< 1.6.5ubuntu0.1"
GHSA-pj65-3pf6-c5q4,python-apt,">= 1.7.0,< 1.9.0ubuntu1.2"
GHSA-pj65-3pf6-c5q4,python-apt,">= 1.9.1,< 1.9.5"
GHSA-8q8v-28rm-qw4w,borgbackup,">= 1.1.0b1,< 1.1.3"
GHSA-w2hr-3mc8-46gh,salt,">= 0,< 2015.8.13"
GHSA-w2hr-3mc8-46gh,salt,">= 2016.3.0,< 2016.11.5"
GHSA-w2hr-3mc8-46gh,salt,">= 2016.11.7,< 2016.11.10"
GHSA-w2hr-3mc8-46gh,salt,">= 2017.5.0,< 2017.7.8"
GHSA-w2hr-3mc8-46gh,salt,">= 2018.2.0,<= 2018.3.5"
GHSA-w2hr-3mc8-46gh,salt,">= 3000,< 3000.7"
GHSA-w2hr-3mc8-46gh,salt,">= 3001,< 3001.5"
GHSA-w2hr-3mc8-46gh,salt,">= 3002,< 3002.3"
GHSA-w2hr-3mc8-46gh,salt,">= 2019.2.0,< 2019.2.8"
GHSA-q5qw-4364-5hhm,django,">= 0,< 1.4.21"
GHSA-q5qw-4364-5hhm,django,">= 1.5.0,< 1.7.9"
GHSA-q5qw-4364-5hhm,django,">= 1.8,< 1.8.3"
GHSA-mg66-qvc5-rm93,tensorflow,">= 0,< 2.6.4"
GHSA-mg66-qvc5-rm93,tensorflow,">= 2.7.0,< 2.7.2"
GHSA-mg66-qvc5-rm93,tensorflow,">= 2.8.0,< 2.8.1"
GHSA-mg66-qvc5-rm93,tensorflow-cpu,">= 0,< 2.6.4"
GHSA-mg66-qvc5-rm93,tensorflow-cpu,">= 2.7.0,< 2.7.2"
GHSA-mg66-qvc5-rm93,tensorflow-cpu,">= 2.8.0,< 2.8.1"
GHSA-mg66-qvc5-rm93,tensorflow-gpu,">= 0,< 2.6.4"
GHSA-mg66-qvc5-rm93,tensorflow-gpu,">= 2.7.0,< 2.7.2"
GHSA-mg66-qvc5-rm93,tensorflow-gpu,">= 2.8.0,< 2.8.1"
GHSA-vc42-mgr2-w34r,modoboa-dmarc,">= 0,< 1.2.0"
GHSA-jx34-pppm-gjvr,salt,">= 2017.7.0,< 2017.7.8"
GHSA-jx34-pppm-gjvr,salt,">= 2018.3.0,< 2018.3.3"
GHSA-jx34-pppm-gjvr,salt,">= 2016.11.0,< 2016.11.10"
GHSA-w3j6-8j34-q43x,apache-libcloud,">= 0,< 0.4.1"
GHSA-xc7w-jvhx-p6q9,cobbler,">= 2.6.0,< 2.6.4"
GHSA-xc7w-jvhx-p6q9,cobbler,">= 2.4.0,< 2.4.7"
GHSA-57qv-h9m7-jxfg,marcador,">= 0,< 0.14"
GHSA-7fq8-4pv5-5w5c,Django,">= 0,< 1.4.20"
GHSA-7fq8-4pv5-5w5c,Django,">= 1.5,< 1.6.11"
GHSA-7fq8-4pv5-5w5c,Django,">= 1.7,< 1.7.7"
GHSA-7fq8-4pv5-5w5c,Django,">= 1.8a1,< 1.8c1"
GHSA-45h5-cqqw-9rjw,aubio,">= 0,< 0.4.7"
GHSA-x8xr-rm9r-7mvf,nova,">= 0,< 2014.1.4"
GHSA-x8xr-rm9r-7mvf,nova,">= 2014.2.0,< 2014.2.3"
GHSA-wqmm-q65g-2hqr,paramiko,">= 0,< 1.7.1-3"
GHSA-f2h7-4f84-8qrm,salt,">= 0,< 2015.8.13"
GHSA-f2h7-4f84-8qrm,salt,">= 2016.3.0,< 2016.3.5"
GHSA-f2h7-4f84-8qrm,salt,">= 2016.11.0,< 2016.11.2"
GHSA-mrxv-65rv-6hxq,keystone,">= 0,< 2012.1.3"
GHSA-chqf-hx79-gxc6,openpyxl,">= 0,< 2.4.2"
GHSA-vqh4-crjf-jjxx,salt,">= 2015.8.0rc1,< 2015.8.4"
GHSA-34wj-p5jm-2p96,python-docx,">= 0,< 0.8.6"
GHSA-h2wq-prv9-2f56,tensorflow,">= 0,< 2.6.4"
GHSA-h2wq-prv9-2f56,tensorflow,">= 2.7.0,< 2.7.2"
GHSA-h2wq-prv9-2f56,tensorflow,">= 2.8.0,< 2.8.1"
GHSA-h2wq-prv9-2f56,tensorflow-cpu,">= 0,< 2.6.4"
GHSA-h2wq-prv9-2f56,tensorflow-cpu,">= 2.7.0,< 2.7.2"
GHSA-h2wq-prv9-2f56,tensorflow-cpu,">= 2.8.0,< 2.8.1"
GHSA-h2wq-prv9-2f56,tensorflow-gpu,">= 0,< 2.6.4"
GHSA-h2wq-prv9-2f56,tensorflow-gpu,">= 2.7.0,< 2.7.2"
GHSA-h2wq-prv9-2f56,tensorflow-gpu,">= 2.8.0,< 2.8.1"
GHSA-jrcv-3c5h-rh3q,sickrage,">= 0,< 2018.03.09-1"
GHSA-xf37-qcvf-7m57,salt,">= 0,< 3003.3"
GHSA-99xx-83jm-h24m,crmsh,">= 0,<= 4.2.1"
GHSA-xv6x-43gq-4hfj,PyGreSQL,">= 0,<= 3.8.1"
GHSA-xv6x-43gq-4hfj,PyGreSQL,">= 4.0,< 4.1"
GHSA-f8fh-xp28-q59m,horizon,">= 0,< 15.3.2"
GHSA-f8fh-xp28-q59m,horizon,">= 16.0.0,< 16.2.1"
GHSA-f8fh-xp28-q59m,horizon,">= 17.0.0,< 18.3.3"
GHSA-f8fh-xp28-q59m,horizon,">= 18.4.0,< 18.6.0"
GHSA-pg8m-4p8j-2p56,apache-superset,">= 0,< 1.3.1"
GHSA-vcx4-fpmp-mvv6,OctoPrint,">= 0,< 1.6.0"
GHSA-q6w2-jxcm-2crj,pyftpdlib,">= 0,< 0.5.0"
GHSA-rv8h-p43r-4x5r,oauth2,">= 0,< 1.9rc1"
GHSA-jhxw-4hw4-mhh7,moin,">= 0,< 1.6.2"
GHSA-8rjr-6qq5-pj9p,rsa,">= 0,< 3.3"
GHSA-376m-3rm2-9jm6,ipsilon,">= 2.0.0,< 2.0.2"
GHSA-376m-3rm2-9jm6,ipsilon,">= 1.2.0,< 1.2.1"
GHSA-376m-3rm2-9jm6,ipsilon,">= 1.1.0,< 1.1.2"
GHSA-376m-3rm2-9jm6,ipsilon,">= 1.0.0,< 1.0.3"
GHSA-hr8g-f6r6-mr22,Pillow,">= 9.1.0,< 9.1.1"
GHSA-5qpp-v56f-mqfm,keystone,">= 2012.2.0,< 2013.1.4"
GHSA-g3cc-pvjj-9xq9,osxcollector,">= 0,< 1.10"
GHSA-4pfg-2frf-f67v,moin,">= 0,< 1.8.3"
GHSA-97cv-6pjf-5f9q,AsyncSSH,">= 0,< 1.12.1"
GHSA-588w-w6mv-3cw5,ansible,">= 2.3.0,< 2.3.3"
GHSA-588w-w6mv-3cw5,ansible,">= 2.4.0,< 2.4.1"
GHSA-8xgx-75qw-6268,pyftpdlib,">= 0,< 0.2.0"
GHSA-wcpc-f63g-x26q,Py2Play,">= 0,<= 0.1.8"
GHSA-wxcw-rqxc-hj85,duplicity,">= 0,< 0.4.9"
GHSA-x38j-4rr5-hqrj,git-big-picture,">= 0,< 1.0.0"
GHSA-fj35-m94r-9h4c,MISP-maltego,">= 0,< 1.4.5"
GHSA-hhx9-4vw2-x54r,RhodeCode,">= 0,< 2.2.7"
GHSA-hhx9-4vw2-x54r,Kallithea,">= 0,< 0.1"
GHSA-jqqh-999x-w26w,buildbot,">= 0.7.6,< 0.7.11p3"
GHSA-4rrr-j7ff-r844,python-keystoneclient,">= 0,< 0.2.4"
GHSA-vw35-c8hf-fwmq,openvpn-monitor,">= 0,<= 1.1.3"
GHSA-84jm-cpc5-c7g7,plone,">= 4.0,< 4.3.12"
GHSA-84jm-cpc5-c7g7,plone,">= 5.0,< 5.0.7"
GHSA-694v-63fq-fmr4,scout-browser,">= 0,< 4.52"
GHSA-whmq-cfm5-j8mj,nfstream,== 5.2.0
GHSA-64cw-m57j-65xj,ansible,">= 0,< 1.6.7"
GHSA-h8xp-h3jf-wv4v,salt,">= 2018.3.0,< 2018.3.4"
GHSA-7jjr-3r8r-9pcf,trac,">= 0,< 0.10.3.1"
GHSA-mw6j-hh29-h379,tensorflow,">= 0,< 2.6.4"
GHSA-mw6j-hh29-h379,tensorflow,">= 2.7.0,< 2.7.2"
GHSA-mw6j-hh29-h379,tensorflow,">= 2.8.0,< 2.8.1"
GHSA-mw6j-hh29-h379,tensorflow-cpu,">= 0,< 2.6.4"
GHSA-mw6j-hh29-h379,tensorflow-cpu,">= 2.7.0,< 2.7.2"
GHSA-mw6j-hh29-h379,tensorflow-cpu,">= 2.8.0,< 2.8.1"
GHSA-mw6j-hh29-h379,tensorflow-gpu,">= 0,< 2.6.4"
GHSA-mw6j-hh29-h379,tensorflow-gpu,">= 2.7.0,< 2.7.2"
GHSA-mw6j-hh29-h379,tensorflow-gpu,">= 2.8.0,< 2.8.1"
GHSA-mfmj-gwg3-vhw7,nova,">= 0,< 2014.2.4"
GHSA-mfmj-gwg3-vhw7,nova,">= 2015.1.0,< 2015.1.2"
GHSA-rqw2-hhrf-7936,keystone,">= 0,< 15.0.1"
GHSA-qc57-h2f7-p4hx,plone,">= 2.5,<= 5.1rc1"
GHSA-22q6-wwq7-2jj9,keystone,">= 2012.2,< 2012.2.4"
GHSA-v4w5-p2hg-8fh6,urllib3,">= 1.17,< 1.18.1"
GHSA-3g2p-7c6p-vj8c,qpid-python,">= 0,< 0.22"
GHSA-vfg9-phjp-9frw,kallithea,">= 0,< 0.3"
GHSA-j3j3-jrfh-cm2w,Django,">= 1.6,< 1.6.11"
